battery_power_mAh,clock_speed,dual_sim,front_cam_mp,5G,int_memory_gb,thickness_cm,weight_grams,n_cores,back_cam_mp,ram_mb,screen_height_cm,screen_width_cm,talk_time_hrs,condition,price
999,1.7,no,6,0,49,0.6,132,1,17,1598,7,0,8,good,162
1139,0.9,yes,6,1,58,0.5,161,2,11,1850,9,4,8,fair,132
721,0.5,yes,6,1,6,0.4,194,4,9,530,8,4,8,parts_only,35
1330,0.9,no,6,1,52,0.8,84,4,12,3269,19,6,8,like_new,409
1472,2.3,no,6,0,61,0.1,168,6,19,2677,19,15,8,excellent,279
1310,2.3,yes,6,0,57,0.9,135,8,9,1175,16,0,8,sw_errors,49
869,1,no,7,1,57,0.6,118,1,15,2727,13,3,8,good,263
1608,1.8,yes,7,0,28,0.4,183,2,13,489,15,11,8,fair,49
1848,1.3,yes,7,0,12,0.1,178,2,19,3915,9,7,8,excellent,339
907,2.6,yes,7,0,44,0.2,160,3,12,3911,13,6,8,like_new,399
1982,2.6,yes,7,1,43,0.3,113,4,8,1791,9,2,8,good,179
1489,2.4,yes,8,0,32,0.6,200,1,16,776,7,6,8,sw_errors,49
571,1.6,yes,8,0,35,0.2,186,7,20,2598,13,5,8,good,159
763,1.7,yes,8,1,2,0.5,92,8,14,1050,6,4,8,fair,83
1005,2,yes,9,1,11,0.8,132,1,16,939,11,4,8,fair,85
605,1.5,no,9,1,18,0.9,162,2,14,2301,15,9,8,good,149
687,1.3,no,9,1,50,0.6,151,4,20,3416,14,6,8,like_new,409
688,2.5,no,9,0,40,0.2,109,5,20,1382,12,7,8,good,179
882,0.7,yes,9,1,28,0.2,151,6,16,751,19,11,8,parts_only,35
635,0.5,no,9,0,16,1,110,7,17,2452,19,17,8,good,212
1972,2.9,no,9,0,14,0.4,196,7,18,1316,8,1,8,good,189
1739,2.6,no,9,0,39,0.5,135,8,10,1882,13,12,8,good,179
933,1.8,yes,9,0,33,0.2,191,8,19,758,14,13,8,sw_errors,49
1427,2.8,yes,10,1,11,0.5,155,1,14,2417,9,3,8,good,179
853,2,no,10,1,3,0.6,200,2,16,3701,15,8,8,like_new,409
1355,2.3,no,10,1,23,0.2,132,5,16,880,19,4,8,good,92
1563,1.7,yes,10,0,16,0.1,151,7,13,3922,11,1,8,excellent,397
1672,1.9,no,10,0,37,0.3,194,7,15,1335,7,1,8,fair,83
1997,2.1,no,10,1,60,0.7,84,8,16,788,17,15,8,fair,49
762,0.6,yes,11,1,39,0.7,164,1,14,2271,12,7,8,excellent,289
829,2.6,yes,11,1,10,0.1,132,2,13,975,12,6,8,fair,99
1919,0.6,yes,11,1,63,0.9,109,8,20,2205,9,4,8,good,149
511,0.6,yes,12,0,50,0.1,175,3,16,1484,9,7,8,fair,35
1020,1.5,no,13,1,7,0.7,96,3,18,1142,13,9,8,good,149
1718,2.5,yes,14,1,6,0.1,183,5,16,3755,7,1,8,like_new,498
608,1.3,yes,15,1,2,0.4,139,3,16,3635,13,4,8,excellent,279
1860,2.3,no,15,0,23,0.6,162,4,16,3918,9,2,8,like_new,453
1136,1.6,no,15,0,32,0.5,150,6,19,3210,10,3,8,like_new,409
965,0.5,no,15,0,53,1,131,8,19,3227,12,6,8,good,245
550,0.5,no,16,1,23,0.1,145,2,17,302,18,5,8,fair,29
1836,0.6,no,18,1,57,0.8,111,5,20,1039,5,3,8,fair,69
1290,1.4,yes,19,1,35,0.3,110,4,20,879,16,2,8,fair,35
1854,0.9,yes,0,1,33,0.4,195,1,0,1675,14,12,9,good,132
1135,2,yes,0,0,46,0.3,83,1,4,3029,19,17,9,like_new,409
718,0.7,yes,0,1,21,0.8,88,1,7,1754,17,11,9,good,132
930,2.1,yes,0,0,54,0.9,80,1,13,1743,7,1,9,excellent,299
713,0.9,yes,0,0,42,0.1,94,1,14,928,12,10,9,parts_only,35
892,0.5,no,0,1,47,0.4,94,1,18,1241,12,3,9,fair,109
1661,1.4,no,0,0,29,0.3,119,2,0,591,9,2,9,fair,75
923,0.6,no,0,1,10,0.8,80,2,3,1500,18,9,9,good,149
1284,2.8,yes,0,0,10,0.9,155,2,14,2197,16,2,9,good,179
1425,0.6,no,0,1,33,0.5,89,3,2,3771,10,3,9,excellent,339
940,2.9,no,0,0,16,0.7,115,4,1,2192,15,13,9,good,189
1549,1.8,yes,0,0,62,0.7,91,4,4,799,7,3,9,fair,49
1371,0.5,no,0,1,57,0.8,108,4,5,286,11,9,9,fair,29
1595,0.8,yes,0,1,44,0.7,85,4,20,3881,14,10,9,excellent,339
1213,0.5,no,0,0,16,0.5,108,5,0,2700,12,3,9,good,223
1068,2.7,yes,0,1,45,0.6,194,5,1,1754,17,7,9,good,149
1190,2,yes,0,0,40,0.2,93,5,1,3610,13,7,9,like_new,399
725,0.5,yes,0,1,26,0.8,176,5,1,1370,7,6,9,fair,69
600,0.5,no,0,0,14,0.8,112,5,2,1655,18,0,9,parts_only,35
1949,1.8,no,0,0,20,0.8,186,5,4,1125,17,10,9,good,149
581,2.2,no,0,0,59,0.7,185,5,6,2819,19,17,9,excellent,279
1735,1.9,yes,0,1,59,0.7,148,6,0,3230,6,1,9,like_new,409
518,2.7,no,0,1,45,0.7,159,6,15,1208,10,9,9,good,99
877,1.5,yes,0,1,17,0.1,195,7,0,2004,11,8,9,good,159
1140,1.6,yes,0,1,56,0.3,131,7,4,3130,6,5,9,excellent,279
1438,2.2,no,0,1,32,0.6,176,7,6,869,19,13,9,fair,92
775,2.6,no,0,0,30,0.4,189,7,10,2523,17,16,9,excellent,279
733,0.6,yes,0,0,63,0.3,105,7,10,984,17,4,9,parts_only,35
899,1.7,yes,0,1,3,0.1,165,8,0,1296,14,11,9,fair,49
1046,2.8,yes,0,1,58,0.2,100,8,0,3863,17,12,9,like_new,498
1519,0.5,no,0,1,36,0.6,93,8,2,3082,18,11,9,good,245
1850,2.8,no,0,0,18,0.1,132,8,3,1853,15,0,9,good,179
1862,1.5,no,1,0,62,1,182,1,2,1017,11,3,9,fair,149
503,1.8,yes,1,1,13,0.7,131,1,4,3117,19,6,9,like_new,399
1333,1.2,yes,1,0,35,0.9,198,1,4,3816,18,7,9,like_new,409
1739,1,no,1,0,15,0.9,100,1,7,3285,17,8,9,like_new,409
666,1.1,no,1,1,28,0.9,179,1,13,3850,7,5,9,like_new,409
1711,0.5,yes,1,1,12,1,97,1,18,2461,9,4,9,excellent,289
1318,2.4,no,1,1,45,0.1,136,2,7,755,18,3,9,fair,49
781,1.3,yes,1,0,64,0.2,88,2,7,3862,17,10,9,excellent,339
652,0.5,yes,1,0,58,0.6,142,3,2,565,18,12,9,parts_only,35
568,2,no,1,0,36,0.3,179,3,4,950,17,9,9,parts_only,49
1533,1.2,yes,1,1,22,0.6,172,3,15,1248,9,2,9,fair,139
974,2.1,no,1,1,17,0.7,162,4,3,1901,16,0,9,good,149
1739,2.3,yes,1,0,51,0.4,140,4,15,1490,5,1,9,fair,99
1450,2.1,no,1,0,31,0.6,114,5,4,794,11,5,9,good,162
529,2.6,yes,1,0,60,0.5,101,5,5,3456,13,11,9,like_new,498
741,1.5,no,1,0,14,0.3,178,5,13,1886,19,11,9,fair,75
805,0.8,no,1,0,34,0.6,88,6,2,3647,18,11,9,excellent,339
1883,0.7,yes,1,0,6,0.9,145,6,4,2067,8,0,9,good,259
932,1.3,no,1,0,64,0.7,154,7,2,3817,8,7,9,like_new,409
523,2.6,yes,1,0,14,0.1,155,8,2,1427,9,1,9,fair,99
1332,0.8,yes,2,0,11,0.5,187,2,4,1285,5,0,9,fair,149
673,2.2,yes,2,0,3,0.4,84,2,9,2719,19,2,9,excellent,299
1429,2.9,no,2,0,58,0.2,128,4,3,2005,15,1,9,good,189
1367,0.9,no,2,1,58,0.6,184,4,20,3946,16,9,9,excellent,339
1403,2.7,no,2,1,26,0.1,164,5,3,3371,13,9,9,like_new,399
1063,1.4,yes,2,1,48,1,128,5,4,2910,15,13,9,excellent,289
563,0.5,yes,2,1,41,0.9,145,5,6,2603,11,2,9,excellent,289
1037,2.9,yes,2,0,57,0.7,83,6,5,3148,16,13,9,excellent,282
1175,1.3,no,2,0,19,0.3,164,7,9,1944,9,4,9,fair,149
1659,2.5,no,2,0,41,0.1,88,7,18,545,12,0,9,fair,99
1660,0.5,no,2,1,15,0.7,100,8,8,2424,12,5,9,excellent,289
1546,0.5,yes,3,1,6,0.2,101,1,4,3521,15,11,9,excellent,339
1125,0.5,no,3,0,42,0.9,158,1,20,1622,13,0,9,good,149
1335,3,no,3,0,60,0.8,180,2,4,3615,5,2,9,like_new,399
852,1.9,no,3,1,3,0.5,161,2,4,542,14,9,9,fair,49
1062,1.5,no,3,0,45,0.2,151,3,4,911,14,2,9,parts_only,47
603,2.5,yes,3,0,35,0.7,126,3,16,3703,13,1,9,like_new,399
1020,0.7,yes,3,1,27,0.7,128,4,4,3204,18,1,9,excellent,339
601,1.7,yes,3,1,6,0.8,169,4,11,2651,14,8,9,excellent,279
1217,0.5,no,3,0,17,0.5,182,4,13,1711,7,3,9,fair,132
1778,1.4,yes,3,1,45,1,132,4,17,1624,15,13,9,fair,149
1281,2.8,yes,3,1,8,0.3,144,4,19,1851,8,2,9,good,179
935,0.5,yes,3,1,58,0.1,155,5,12,2473,10,4,9,good,223
1884,1,yes,3,0,24,0.5,149,6,4,1396,15,8,9,good,149
1872,0.5,yes,3,0,17,0.7,89,6,6,724,17,3,9,good,109
1076,2.6,no,3,1,38,0.7,119,6,8,891,18,3,9,fair,99
1372,0.6,no,3,1,42,0.7,124,6,10,3208,18,5,9,like_new,409
1733,2.8,no,3,1,36,1,119,6,20,3576,17,16,9,like_new,399
1061,2.1,no,3,1,52,0.1,109,7,4,999,16,12,9,fair,85
1373,1.4,yes,3,0,27,0.6,80,8,6,966,14,0,9,parts_only,35
1807,1.2,no,4,0,37,0.8,162,1,11,2741,7,1,9,excellent,289
1494,1.6,yes,4,1,24,0.2,101,1,17,3614,15,12,9,excellent,397
1599,0.5,no,4,0,31,0.1,130,2,5,1234,11,10,9,fair,149
574,1,yes,4,1,60,0.1,139,2,7,2913,14,0,9,good,263
1106,1.9,no,4,0,54,0.7,107,3,9,2674,9,3,9,excellent,279
955,0.5,yes,4,0,43,0.9,143,5,8,1432,12,9,9,good,149
1157,2.6,yes,4,0,4,0.9,149,7,6,1453,17,10,9,fair,149
1659,2.8,no,5,0,16,0.6,89,1,20,3255,19,14,9,like_new,399
1583,1.6,no,5,1,42,0.8,118,3,10,3652,14,10,9,excellent,397
757,2.3,yes,5,1,58,0.2,163,4,7,3237,19,12,9,excellent,279
1329,1.7,no,5,1,23,0.6,198,8,6,2308,11,10,9,good,162
1638,1,no,6,0,2,0.2,189,1,11,2299,19,9,9,excellent,289
696,0.5,no,6,0,51,0.3,197,3,8,2630,18,8,9,good,132
1097,2.1,yes,6,0,64,0.2,161,3,8,1725,14,5,9,good,149
948,1.5,yes,6,0,18,0.3,119,4,7,2926,17,13,9,excellent,289
1998,0.5,no,6,0,47,0.2,182,4,7,3918,9,4,9,excellent,339
513,0.5,no,6,1,44,0.1,186,4,12,1343,5,1,9,fair,69
1230,2.2,yes,6,0,26,0.8,123,5,7,988,11,5,9,fair,92
1552,2.2,no,6,1,13,0.2,123,6,9,2403,9,2,9,excellent,299
1801,0.5,yes,6,0,52,0.9,120,6,10,258,14,8,9,parts_only,29
1789,1.8,yes,6,1,36,0.5,123,6,11,815,5,0,9,fair,83
1558,1.7,yes,7,0,50,0.1,115,2,10,1641,17,0,9,good,162
1832,0.7,no,7,0,44,0.3,125,2,17,2976,19,3,9,good,259
1382,0.5,no,7,1,13,0.3,199,2,18,2073,16,7,9,good,132
666,0.5,yes,7,1,54,0.4,81,3,13,1254,15,9,9,fair,69
1610,2.9,no,7,1,64,0.9,181,4,12,941,8,4,9,good,179
1396,0.8,yes,7,1,10,0.3,108,4,16,3881,13,0,9,like_new,409
934,1.1,no,7,0,24,0.8,112,5,12,1017,12,7,9,parts_only,35
1320,0.5,yes,7,0,48,0.2,168,5,16,2893,8,5,9,good,223
1336,2.6,no,7,0,26,0.5,83,5,17,325,8,2,9,parts_only,55
1034,0.7,no,7,1,47,0.2,105,6,15,1835,8,1,9,fair,132
790,0.5,yes,7,1,44,0.1,89,8,8,3424,13,11,9,like_new,399
1308,1.3,yes,8,0,46,0.9,199,1,12,488,5,3,9,fair,75
915,2,no,8,1,31,0.3,91,3,20,378,11,6,9,fair,85
1934,2.7,no,8,1,2,0.1,118,4,16,2190,18,1,9,excellent,282
1006,2.5,yes,9,0,14,0.7,186,1,12,1955,17,6,9,good,179
1759,0.5,yes,9,0,58,0.2,101,2,12,3428,17,0,9,like_new,399
1749,1.1,no,9,0,57,0.6,183,3,15,786,8,1,9,like_new,409
1636,1.8,no,9,0,52,0.9,188,5,11,2363,13,0,9,good,149
763,0.5,no,9,1,51,0.3,104,5,12,2865,11,6,9,excellent,289
823,1,yes,9,1,18,0.2,182,5,16,3894,13,10,9,like_new,409
1733,1.6,yes,9,0,56,0.5,111,6,15,3352,6,5,9,excellent,397
1982,0.8,yes,9,0,48,0.4,98,6,16,3035,10,4,9,excellent,339
1309,1.5,no,9,1,12,0.9,98,6,20,293,15,0,9,like_new,409
539,0.6,yes,9,0,21,0.1,145,7,14,3597,14,5,9,good,259
1664,2.9,yes,9,1,15,0.5,177,7,19,1968,12,7,9,excellent,282
862,2.3,no,9,1,6,0.1,107,8,14,3458,9,4,9,like_new,453
1201,2.2,yes,10,0,49,0.8,175,4,20,824,18,13,9,parts_only,49
1993,0.5,no,10,1,27,0.3,147,8,11,2437,14,0,9,good,212
519,2,yes,11,1,33,0.7,135,1,12,889,19,3,9,fair,85
1597,2.3,no,11,0,34,0.4,89,1,14,934,16,10,9,fair,92
1991,1.8,no,11,0,9,0.7,94,3,12,1511,17,8,9,fair,149
1611,0.5,yes,11,0,3,0.6,98,3,14,1595,8,4,9,good,114
654,1.3,yes,11,0,5,0.7,199,4,14,3801,14,13,9,excellent,289
638,1.7,yes,11,0,27,0.5,102,4,17,2735,7,2,9,excellent,289
1524,2.5,yes,11,1,41,1,96,4,20,1936,7,0,9,good,179
1748,0.5,yes,11,1,53,0.5,114,4,20,2633,16,0,9,good,223
1423,0.6,no,12,0,44,0.8,131,5,13,2253,10,8,9,fair,132
538,0.8,no,12,1,2,0.8,177,7,13,417,8,4,9,parts_only,35
1567,3,no,13,0,23,0.6,178,3,18,3600,16,11,9,like_new,498
913,2.9,no,13,1,34,0.7,183,4,19,2800,7,2,9,like_new,498
1936,1.9,yes,13,1,34,0.2,182,7,14,1671,6,1,9,good,149
1159,2.7,no,13,1,28,0.2,80,8,18,2495,10,0,9,excellent,299
1758,2.1,no,14,0,29,0.1,155,3,20,2940,14,5,9,excellent,299
875,1,no,14,0,37,0.6,151,7,20,2985,6,1,9,like_new,409
1191,1.3,yes,16,1,26,0.8,84,1,20,1604,14,3,9,fair,139
1557,2.8,yes,16,0,2,0.1,123,5,20,2690,18,16,9,like_new,399
903,1,yes,0,1,50,0.4,91,1,0,711,9,5,10,fair,75
640,2.3,no,0,0,63,0.2,94,1,1,346,10,7,10,fair,92
1444,2.1,yes,0,0,6,0.9,103,1,1,712,17,5,10,parts_only,49
1864,2.2,no,0,1,7,0.1,142,1,2,2258,10,1,10,excellent,279
1859,0.5,no,0,1,52,1,187,1,2,1604,15,12,10,good,209
1893,1.5,yes,0,1,42,0.5,179,1,3,1425,19,1,10,fair,149
1465,2.9,no,0,0,38,0.3,88,1,7,1162,14,10,10,good,179
1910,1.7,no,0,0,34,0.6,115,2,0,309,8,4,10,fair,47
1654,1.5,yes,0,1,43,0.3,109,2,0,3112,12,5,10,like_new,409
1024,1.6,yes,0,1,38,0.8,81,2,0,854,11,3,10,parts_only,47
1180,2.3,yes,0,1,32,0.8,97,2,1,3504,17,7,10,like_new,453
944,2.4,no,0,0,35,0.5,127,3,1,2804,9,4,10,good,162
1650,0.6,no,0,0,62,0.3,81,3,15,2596,5,2,10,fair,132
771,0.5,yes,0,1,33,0.1,157,3,17,920,16,2,10,fair,65
922,2.7,yes,0,1,3,0.5,100,4,0,3910,18,8,10,like_new,399
567,2.6,no,0,0,2,0.2,87,4,1,2243,16,6,10,excellent,299
1430,2,yes,0,1,16,0.2,171,4,1,2916,6,3,10,like_new,409
1777,2.2,yes,0,0,15,0.2,100,4,7,1552,10,8,10,good,162
1153,2.8,yes,0,1,62,0.2,94,5,0,3353,7,5,10,like_new,399
1856,0.5,yes,0,1,24,0.1,155,5,1,2052,17,6,10,excellent,289
1737,2,yes,0,0,14,0.4,156,5,2,2363,8,0,10,excellent,279
516,1.1,yes,0,1,39,0.4,91,5,7,819,8,0,10,fair,75
1846,1.3,yes,0,0,35,0.7,107,6,0,581,16,4,10,parts_only,35
1449,0.5,yes,0,0,52,0.6,105,6,0,2036,5,1,10,fair,149
864,1.6,yes,0,1,53,0.3,88,6,1,493,18,9,10,fair,83
508,1.6,yes,0,0,9,0.4,162,6,2,2616,18,8,10,excellent,289
841,0.5,no,0,0,59,0.2,103,6,16,1169,8,6,10,fair,35
1579,1.5,no,0,0,27,0.2,142,6,18,1713,16,4,10,good,149
1342,1,no,0,1,31,0.6,86,7,1,2746,15,5,10,like_new,409
1707,1.4,no,0,0,41,0.8,80,7,2,1774,12,0,10,excellent,279
1653,1.3,no,0,0,49,0.7,99,7,4,377,9,7,10,excellent,339
1572,0.6,no,0,1,58,0.2,157,7,8,2462,12,8,10,excellent,339
1039,1.3,no,0,1,12,0.8,200,8,0,1619,7,1,10,good,149
1539,2.6,no,0,0,41,0.1,159,8,0,2107,15,9,10,excellent,279
731,0.5,yes,0,1,28,0.5,130,8,0,1774,12,8,10,fair,132
1210,1.3,no,0,1,52,0.1,183,8,1,1104,11,2,10,good,139
1332,2.4,no,0,0,44,0.9,81,8,1,1176,16,10,10,fair,99
659,2.2,no,0,1,24,0.7,151,8,2,3925,8,1,10,like_new,453
825,2.9,yes,0,0,34,0.8,99,8,17,2915,8,2,10,like_new,498
1504,2.3,yes,1,0,64,0.9,182,1,2,3059,6,5,10,like_new,453
1221,0.5,no,1,1,28,0.5,139,1,7,2438,13,11,10,like_new,399
1991,2.2,yes,1,1,42,0.7,82,1,13,722,6,5,10,fair,92
1130,0.5,yes,1,1,29,0.7,130,1,14,432,6,1,10,fair,57
1263,1.4,yes,1,1,32,0.4,103,2,2,3372,18,13,10,like_new,409
1718,2.4,no,1,0,47,1,156,2,3,3873,14,2,10,like_new,399
1807,2.8,no,1,0,27,0.9,186,3,4,2396,17,10,10,good,179
1001,2.8,yes,1,0,40,0.2,117,3,7,3654,13,9,10,like_new,498
1510,0.6,yes,1,0,32,0.7,135,3,8,854,8,2,10,good,132
1799,1,no,1,1,30,0.6,123,3,9,445,10,8,10,fair,75
714,0.5,no,1,0,30,0.3,145,4,2,2302,12,10,10,good,149
712,1.4,no,1,1,33,0.2,86,4,5,1471,15,0,10,fair,35
1605,1.3,no,1,1,51,0.8,83,4,20,1310,11,9,10,fair,75
547,1.9,yes,1,0,37,0.4,154,5,4,2705,17,3,10,good,162
712,2.5,yes,1,0,49,0.6,99,6,3,401,5,0,10,fair,55
1292,3,yes,1,1,63,0.3,157,6,8,1413,13,2,10,fair,99
1285,2.4,no,1,1,51,1,140,7,2,2094,8,0,10,fair,149
941,2.5,no,1,1,41,0.3,117,8,4,1791,7,4,10,excellent,279
1640,0.5,yes,1,1,36,0.9,87,8,11,3235,6,1,10,excellent,309
1272,0.5,no,1,1,50,0.7,129,8,18,2969,15,2,10,good,223
569,0.5,yes,1,1,53,1,170,8,20,1243,17,10,10,fair,149
1039,1.9,yes,2,0,15,0.7,113,1,5,745,9,2,10,fair,49
972,1.6,no,2,0,64,0.1,85,1,9,2759,13,7,10,excellent,279
936,2.7,no,2,1,38,0.6,122,1,17,2826,19,15,10,excellent,282
1427,0.8,yes,2,0,31,0.9,186,1,20,2542,7,6,10,good,263
977,2.8,yes,2,0,35,0.6,165,2,15,3714,19,3,10,like_new,498
685,2.2,yes,2,1,2,0.4,172,3,6,1282,7,6,10,good,162
1883,2.6,no,2,1,50,0.1,169,5,3,427,17,8,10,fair,55
991,2,no,2,1,12,0.3,158,5,6,2014,11,9,10,excellent,279
1391,1.4,yes,2,1,56,0.1,137,5,8,1199,15,8,10,excellent,289
689,1.4,no,2,0,45,0.5,103,5,11,3585,10,1,10,excellent,339
1582,2.8,no,2,1,44,0.5,112,6,13,3890,17,10,10,like_new,498
1519,2.9,no,2,0,30,0.7,112,7,8,2440,9,5,10,excellent,299
1260,2,yes,2,1,23,0.2,123,7,10,2208,12,11,10,excellent,279
1733,0.5,no,2,0,20,0.5,156,8,3,1197,8,7,10,good,149
1905,0.5,no,3,1,6,0.5,151,1,5,1545,9,5,10,good,149
1859,0.5,yes,3,0,22,0.7,164,1,7,1067,17,1,10,fair,109
1617,1.3,yes,3,1,30,0.7,105,2,4,829,9,0,10,fair,35
1678,2.1,no,3,1,64,0.9,134,3,11,278,19,0,10,fair,85
1084,2.6,no,3,1,40,0.9,107,3,11,1945,15,4,10,good,179
1567,2.1,yes,3,0,22,0.8,153,3,19,3991,15,2,10,like_new,399
899,2.7,no,3,1,53,0.3,192,4,11,2870,19,16,10,excellent,282
1083,2,no,3,0,41,0.7,158,5,5,1543,18,3,10,good,149
851,0.5,no,3,0,21,0.4,200,5,7,478,12,7,10,parts_only,32
1483,2.2,no,3,1,53,0.7,169,5,11,1744,6,3,10,fair,149
1108,2.2,yes,3,1,37,0.4,143,5,14,3094,6,1,10,excellent,279
1288,0.5,yes,3,1,61,0.2,115,6,6,1882,16,6,10,good,209
1349,2.1,yes,3,0,46,0.9,134,6,12,2367,11,7,10,good,149
1329,1,no,3,1,42,0.1,144,7,4,774,14,8,10,fair,75
1296,1.4,yes,3,0,11,0.2,129,7,4,2552,19,8,10,excellent,289
627,1.6,yes,3,1,12,0.2,131,7,17,2476,17,1,10,fair,149
1375,1.1,no,3,1,9,0.9,145,7,19,3869,19,18,10,like_new,409
808,0.5,yes,3,0,46,0.5,105,8,15,1082,15,5,10,parts_only,35
1095,0.5,no,4,0,45,0.5,197,1,5,560,9,1,10,fair,57
657,0.8,yes,4,0,45,0.1,87,1,6,2273,15,12,10,fair,149
989,1.8,yes,4,1,55,0.7,124,1,12,1737,8,5,10,good,149
1948,2.9,yes,4,0,5,0.2,136,1,13,361,6,1,10,fair,99
1733,1.5,yes,4,1,6,0.9,170,1,15,3488,6,4,10,like_new,409
1367,2.9,no,4,0,56,0.8,176,2,6,299,6,2,10,fair,99
1687,1.2,yes,4,0,14,0.9,120,2,14,3975,19,3,10,like_new,409
1347,2.1,yes,4,0,44,0.8,97,2,14,399,16,2,10,fair,85
1972,2.2,yes,4,1,5,0.9,95,3,19,625,10,1,10,fair,92
715,2.3,yes,4,0,48,0.1,160,4,6,3709,14,2,10,excellent,279
1012,0.5,yes,4,0,39,0.1,161,4,6,2802,8,0,10,excellent,289
601,1.4,no,4,1,4,0.1,154,4,13,532,12,8,10,fair,75
915,2.8,yes,4,0,22,1,174,5,12,572,7,1,10,fair,99
1827,1.7,no,4,1,39,0.5,128,5,16,2844,14,9,10,excellent,299
1300,1.9,yes,4,0,61,0.5,143,6,5,2262,16,11,10,fair,149
1747,0.5,no,4,0,13,0.7,185,6,12,3105,7,1,10,excellent,309
757,0.9,yes,4,0,64,0.5,157,7,5,3433,6,5,10,excellent,289
1831,2.2,yes,4,0,55,1,189,8,9,1133,14,3,10,good,162
1967,2.6,yes,4,0,62,1,91,8,10,2839,13,7,10,excellent,279
1523,2.4,no,5,1,57,0.2,117,2,6,3971,18,12,10,like_new,498
965,1.5,yes,5,0,13,1,109,2,14,1138,9,8,10,fair,75
1692,2.2,no,5,1,11,0.1,151,3,7,524,5,2,10,fair,92
1276,3,no,5,1,33,0.6,136,4,13,2395,11,1,10,excellent,299
1300,0.5,no,5,0,62,0.1,156,6,7,874,15,3,10,fair,65
1713,3,yes,5,1,20,0.9,104,7,17,971,11,10,10,fair,57
1332,1.3,yes,5,1,7,0.8,168,7,19,2790,19,11,10,excellent,289
1846,1,no,5,1,53,0.7,106,8,7,563,9,5,10,parts_only,35
579,1.1,no,6,1,58,0.2,125,1,9,1435,18,9,10,fair,139
1983,1.2,yes,6,1,27,0.6,125,1,11,3897,12,10,10,like_new,409
1741,0.5,yes,6,0,37,0.7,183,1,16,1415,17,9,10,fair,114
1810,1.1,yes,6,0,63,0.9,151,1,19,3414,18,10,10,excellent,339
1066,2.4,no,6,0,23,0.6,173,3,7,896,12,9,10,good,149
1012,2.8,yes,6,1,32,0.9,87,3,14,3034,17,5,10,excellent,299
1178,2.2,yes,6,0,57,0.3,84,3,17,2492,16,14,10,excellent,299
1454,1.6,no,6,1,21,0.2,160,4,10,719,14,10,10,fair,83
1432,1.7,yes,6,1,39,0.3,164,4,18,504,14,4,10,fair,83
850,1.6,yes,6,1,29,0.5,133,5,19,593,19,17,10,fair,47
546,1.8,yes,6,1,55,0.9,100,6,12,628,12,3,10,fair,83
636,2.6,yes,7,1,55,0.3,183,2,14,3558,10,7,10,like_new,498
1673,2.8,yes,7,0,9,0.1,187,3,10,3669,9,1,10,like_new,399
1963,0.5,no,7,1,38,0.4,193,3,15,2699,7,0,10,excellent,289
1765,2,no,7,0,18,0.9,85,4,8,1199,7,4,10,parts_only,49
602,2.5,no,7,1,59,0.3,166,4,11,1914,11,2,10,good,179
737,2.4,yes,7,0,49,0.6,193,4,16,2951,7,0,10,excellent,299
1572,0.8,yes,7,1,8,0.8,169,5,8,3461,6,3,10,like_new,409
1702,1,no,7,0,36,0.1,177,5,9,1430,8,6,10,good,263
1457,0.5,yes,7,0,8,0.3,120,7,13,584,13,4,10,fair,35
1500,2.8,yes,7,0,39,0.1,176,8,11,1988,10,6,10,fair,149
704,2.7,no,8,1,29,0.2,80,1,10,1122,9,3,10,fair,99
1455,2.2,yes,8,1,19,0.3,174,4,10,2029,8,0,10,fair,149
667,0.7,yes,8,0,23,0.8,136,4,14,3720,19,10,10,like_new,409
504,1,no,8,0,14,0.5,189,7,9,1607,15,0,10,fair,75
535,0.5,yes,8,1,54,0.5,145,8,15,2674,14,8,10,good,223
1151,1.7,yes,8,0,44,0.5,107,8,17,1761,7,4,10,fair,149
891,0.5,yes,9,1,25,0.3,196,2,19,2073,7,1,10,good,132
1515,2.2,no,9,0,36,0.1,118,3,10,3546,7,6,10,like_new,453
1969,1.2,yes,9,0,63,0.2,132,4,11,298,10,1,10,fair,75
644,0.5,yes,9,0,15,0.2,139,5,10,3836,10,9,10,excellent,339
1111,2.9,yes,9,1,25,0.6,101,5,19,3485,11,9,10,like_new,498
1742,2.3,yes,9,1,43,0.4,170,7,12,2610,12,3,10,excellent,279
1444,2.1,no,9,0,38,0.4,104,7,16,3764,14,9,10,like_new,399
1850,2.2,yes,9,0,41,0.8,133,8,13,3032,8,1,10,excellent,299
596,2.1,yes,9,0,64,0.8,111,8,15,3238,16,13,10,like_new,399
1561,0.5,yes,10,1,4,0.5,134,2,13,1783,13,12,10,excellent,289
1891,1.3,yes,10,1,23,0.4,158,2,17,2610,9,5,10,good,263
1123,2.9,yes,10,0,5,0.1,145,3,15,2567,11,8,10,excellent,299
569,0.5,yes,10,1,4,0.8,170,3,19,2351,8,7,10,fair,149
1956,1.2,yes,10,1,5,0.8,156,4,11,2130,7,3,10,good,149
968,0.9,no,10,1,26,0.5,88,5,14,3381,14,5,10,good,263
586,1.4,yes,10,1,8,0.5,142,8,14,3178,9,7,10,excellent,279
621,1.9,yes,10,0,3,0.6,148,8,15,3521,6,3,10,excellent,299
1992,0.6,yes,11,0,2,0.1,141,1,14,3206,10,9,10,like_new,409
618,1.1,no,11,1,45,0.2,188,3,20,2339,19,2,10,excellent,289
