num_passengers,sales_channel,trip_type,booking_class,purchase_lead_time_days,length_of_stay,flight_hour,flight_day,departure_airport,arrival_airport,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration_hrs,booking_complete,ticket_price_$
4,Internet,RoundTrip,Economy,43,6,3,Mon,KCH,MEL,Malaysia,1,1,0,8.83,1,1223
1,Internet,RoundTrip,Business,383,6,23,Sun,KCH,OOL,Australia,0,0,0,8.83,0,2761
2,Internet,RoundTrip,Admiral,247,6,13,Sat,KCH,OOL,Malaysia,1,0,1,8.83,0,4672
4,Internet,RoundTrip,Admiral,263,6,13,Tue,KCH,OOL,Malaysia,1,0,1,8.83,0,3891
1,Internet,RoundTrip,Admiral,5,6,11,Thu,KCH,OOL,Australia,1,1,1,8.83,0,3635
4,Internet,RoundTrip,Admiral,126,6,7,Thu,KCH,OOL,Australia,1,1,1,8.83,0,4117
1,Internet,RoundTrip,Admiral,27,6,6,Wed,KCH,OOL,Malaysia,1,0,0,8.83,0,3954
1,Internet,RoundTrip,Economy,349,6,6,Mon,KCH,OOL,Malaysia,1,1,0,8.83,0,1888
2,Internet,RoundTrip,Economy,4,6,12,Tue,KCH,OOL,Malaysia,0,0,0,8.83,1,1992
1,Internet,RoundTrip,Admiral,51,6,9,Wed,KCH,OOL,Malaysia,1,0,0,8.83,0,4919
2,Internet,RoundTrip,Admiral,131,6,12,Sat,KCH,PEK,Malaysia,0,0,0,6.42,1,4189
1,Internet,RoundTrip,Business,227,6,9,Fri,KCH,PEK,Malaysia,1,0,0,6.42,0,2583
3,Internet,RoundTrip,Admiral,18,6,20,Wed,KCH,PEK,Malaysia,0,1,0,6.42,0,4770
2,Internet,RoundTrip,Business,42,6,17,Tue,KCH,PEK,Singapore,1,0,0,6.42,0,3118
5,Internet,RoundTrip,Economy,185,6,14,Tue,KCH,PEK,Malaysia,1,0,0,6.42,0,1785
6,Internet,RoundTrip,Economy,88,6,9,Wed,KCH,PEK,Malaysia,1,0,0,6.42,0,1318
3,Internet,RoundTrip,Economy,352,6,1,Mon,KCH,PEK,Malaysia,1,0,1,6.42,0,775
3,Internet,RoundTrip,Admiral,88,6,7,Wed,KCH,PEK,Malaysia,1,0,0,6.42,0,3910
1,Internet,RoundTrip,Business,17,6,2,Sat,KCH,PEK,Malaysia,1,0,0,6.42,0,3172
3,Internet,RoundTrip,Admiral,350,6,12,Wed,KCH,PEK,Malaysia,1,1,0,6.42,0,3636
2,Internet,RoundTrip,Business,41,6,13,Thu,KCH,PEK,Malaysia,1,0,1,6.42,1,2376
2,Internet,RoundTrip,Economy,247,6,7,Sat,KCH,PEK,Malaysia,0,1,0,6.42,0,1466
2,Mobile,RoundTrip,Business,162,6,1,Sun,KCH,PEK,Malaysia,0,0,0,6.42,0,2762
2,Internet,RoundTrip,Economy,28,6,16,Wed,KCH,PEK,Malaysia,1,0,0,6.42,1,768
1,Internet,RoundTrip,Business,23,6,10,Sat,KCH,PER,Malaysia,0,1,1,5.62,1,2467
1,Internet,RoundTrip,Business,20,6,2,Thu,KCH,PER,Malaysia,1,1,0,5.62,1,3343
1,Internet,RoundTrip,Business,2,6,10,Mon,KCH,PER,Malaysia,1,1,1,5.62,1,2731
1,Internet,RoundTrip,Admiral,377,6,10,Mon,KCH,PER,Malaysia,1,0,0,5.62,0,3619
1,Internet,RoundTrip,Economy,11,6,12,Tue,KCH,PER,Australia,0,0,0,5.62,0,1434
2,Internet,RoundTrip,Economy,139,6,12,Mon,KCH,PER,Malaysia,0,0,0,5.62,1,1149
2,Internet,RoundTrip,Admiral,14,6,11,Wed,KCH,PER,Malaysia,1,0,0,5.62,0,4281
9,Internet,RoundTrip,Business,196,6,4,Sun,KCH,PER,Brunei,1,1,1,5.62,1,2305
2,Internet,RoundTrip,Economy,15,6,2,Fri,KCH,PER,Australia,1,1,1,5.62,0,596
2,Mobile,RoundTrip,Admiral,55,6,12,Fri,KCH,PER,Australia,1,1,1,5.62,0,3550
1,Internet,RoundTrip,Economy,76,6,16,Wed,KCH,PER,Australia,1,1,1,5.62,0,890
1,Internet,RoundTrip,Admiral,21,6,8,Wed,KCH,PER,Malaysia,1,0,1,5.62,0,4499
1,Internet,RoundTrip,Economy,7,6,15,Wed,KCH,PER,Australia,1,0,0,5.62,0,791
4,Mobile,RoundTrip,Economy,170,6,15,Tue,KCH,PER,Malaysia,1,1,0,5.62,1,727
4,Internet,RoundTrip,Economy,256,6,12,Thu,KCH,PER,Malaysia,1,1,1,5.62,1,1698
1,Mobile,RoundTrip,Admiral,64,6,13,Mon,KCH,PER,Australia,1,0,0,5.62,0,3514
1,Internet,RoundTrip,Economy,27,6,9,Wed,KCH,PER,Australia,1,0,0,5.62,0,1409
2,Internet,RoundTrip,Economy,20,6,12,Wed,KCH,PER,Malaysia,0,1,0,5.62,1,808
2,Internet,RoundTrip,Business,7,6,10,Tue,KCH,PER,Australia,0,1,1,5.62,0,2054
2,Internet,RoundTrip,Business,178,6,10,Fri,KCH,PER,Australia,1,0,1,5.62,0,3185
5,Internet,RoundTrip,Admiral,93,6,6,Thu,KCH,PER,Singapore,1,1,0,5.62,0,4302
2,Internet,RoundTrip,Economy,98,6,15,Fri,KCH,PER,Malaysia,1,1,1,5.62,1,1147
2,Internet,RoundTrip,Economy,20,6,12,Wed,KCH,PER,Malaysia,0,1,0,5.62,1,701
1,Internet,RoundTrip,Business,156,6,2,Sun,KCH,PER,Malaysia,0,0,0,5.62,1,3166
1,Internet,RoundTrip,Economy,185,6,8,Wed,KCH,PER,Australia,1,0,0,5.62,0,837
4,Internet,RoundTrip,Admiral,322,6,7,Tue,KCH,PER,Malaysia,1,0,1,5.62,0,4131
1,Internet,RoundTrip,Business,7,6,6,Sat,KCH,PER,Malaysia,1,0,0,5.62,1,2584
2,Internet,RoundTrip,Economy,20,6,12,Wed,KCH,PER,Malaysia,0,1,0,5.62,1,893
2,Internet,RoundTrip,Business,20,6,12,Wed,KCH,PER,Malaysia,0,1,0,5.62,1,2732
1,Internet,RoundTrip,Admiral,227,6,13,Wed,KCH,PER,Malaysia,0,0,0,5.62,1,3861
1,Internet,RoundTrip,Economy,28,6,10,Fri,KCH,PER,Australia,1,0,0,5.62,0,1860
1,Internet,RoundTrip,Admiral,19,6,2,Sat,KCH,PER,Malaysia,1,0,0,5.62,0,3583
1,Internet,RoundTrip,Business,38,6,14,Tue,KCH,PER,Malaysia,1,1,1,5.62,0,3479
1,Internet,RoundTrip,Economy,168,6,0,Sun,KCH,PER,Malaysia,0,0,1,5.62,1,1099
1,Internet,RoundTrip,Admiral,20,6,14,Wed,KCH,PER,Malaysia,1,1,0,5.62,1,4329
1,Internet,RoundTrip,Admiral,95,6,7,Fri,KCH,PER,Malaysia,1,1,0,5.62,1,3881
1,Internet,RoundTrip,Business,7,6,10,Thu,KCH,PER,Australia,1,0,0,5.62,0,3169
1,Internet,RoundTrip,Admiral,14,6,13,Mon,KCH,PER,Malaysia,1,1,0,5.62,0,4716
1,Mobile,RoundTrip,Business,152,6,5,Sat,KCH,PER,Malaysia,1,0,0,5.62,1,3140
1,Internet,RoundTrip,Admiral,45,6,9,Mon,KCH,PER,Australia,0,0,1,5.62,0,4849
3,Internet,RoundTrip,Business,14,6,13,Mon,KCH,PER,Malaysia,1,1,0,5.62,1,2240
1,Internet,RoundTrip,Economy,200,6,8,Wed,KCH,PER,Australia,1,0,1,5.62,0,1003
1,Internet,RoundTrip,Admiral,37,6,21,Sun,KCH,PUS,Malaysia,1,0,0,6.33,1,4131
2,Internet,RoundTrip,Economy,1,6,4,Sun,KCH,PUS,South Korea,1,0,0,6.33,0,1385
1,Internet,RoundTrip,Economy,61,6,18,Thu,KCH,PUS,Malaysia,1,0,0,6.33,1,348
1,Internet,RoundTrip,Business,76,6,11,Fri,KCH,PUS,Malaysia,1,0,0,6.33,0,3350
2,Internet,RoundTrip,Economy,417,6,4,Tue,KCH,PUS,Malaysia,1,1,0,6.33,1,1578
2,Internet,RoundTrip,Business,4,6,3,Tue,KCH,PUS,Malaysia,1,1,1,6.33,0,2103
2,Internet,RoundTrip,Admiral,92,6,1,Thu,KCH,PUS,South Korea,1,0,0,6.33,1,3814
1,Internet,RoundTrip,Admiral,66,6,7,Sat,KCH,PUS,Malaysia,1,1,0,6.33,1,4312
3,Internet,RoundTrip,Economy,350,6,13,Sat,KCH,PUS,Malaysia,1,1,1,6.33,1,1399
4,Internet,RoundTrip,Business,73,6,9,Wed,KCH,PUS,Malaysia,1,1,1,6.33,0,3385
2,Internet,RoundTrip,Economy,89,6,10,Mon,KCH,PUS,Malaysia,1,1,1,6.33,0,496
1,Internet,RoundTrip,Business,156,6,7,Sat,KCH,PVG,Malaysia,0,0,0,5.33,1,3017
4,Mobile,RoundTrip,Admiral,287,6,12,Thu,KCH,PVG,Malaysia,1,0,1,5.33,1,4973
2,Internet,RoundTrip,Business,1,6,7,Mon,KCH,PVG,China,1,1,1,5.33,0,2877
1,Internet,RoundTrip,Admiral,38,6,2,Mon,KCH,PVG,China,1,1,0,5.33,1,3826
1,Internet,RoundTrip,Economy,117,6,19,Mon,KCH,PVG,Canada,0,0,1,5.33,0,945
5,Internet,RoundTrip,Admiral,143,6,10,Sat,KCH,PVG,Malaysia,1,0,0,5.33,0,4279
5,Internet,RoundTrip,Admiral,117,6,4,Sat,KCH,PVG,Malaysia,1,1,0,5.33,0,3761
1,Mobile,RoundTrip,Economy,5,6,3,Sun,KCH,PVG,China,1,0,1,5.33,1,832
3,Internet,RoundTrip,Admiral,161,6,3,Fri,KCH,PVG,Malaysia,1,0,0,5.33,0,4256
1,Internet,RoundTrip,Economy,5,6,5,Tue,KCH,PVG,China,0,0,0,5.33,0,1406
1,Internet,RoundTrip,Admiral,107,6,13,Tue,KCH,SYD,Malaysia,1,0,0,8.58,1,4575
1,Internet,RoundTrip,Admiral,15,6,0,Mon,KCH,SYD,Australia,0,1,1,8.58,0,4324
2,Internet,RoundTrip,Admiral,217,6,4,Tue,KCH,SYD,Japan,0,0,0,8.58,0,4410
4,Internet,RoundTrip,Admiral,202,6,9,Thu,KCH,SYD,Malaysia,1,0,1,8.58,0,3969
2,Internet,RoundTrip,Economy,46,6,10,Sun,KCH,SYD,Australia,1,1,0,8.58,0,1263
1,Internet,RoundTrip,Economy,12,6,8,Fri,KCH,SYD,Malaysia,1,1,1,8.58,0,838
4,Internet,RoundTrip,Admiral,360,6,4,Mon,KCH,SYD,Malaysia,1,0,1,8.58,0,4130
2,Internet,RoundTrip,Economy,109,6,4,Tue,KCH,SYD,Australia,1,1,0,8.58,0,1712
2,Internet,RoundTrip,Economy,8,6,4,Wed,KCH,SYD,Malaysia,1,0,0,8.58,0,1013
1,Internet,RoundTrip,Business,9,6,1,Fri,KCH,SYD,Australia,1,1,1,8.58,0,2293
2,Internet,RoundTrip,Economy,306,6,3,Fri,KCH,SYD,Malaysia,1,1,0,8.58,0,1926
1,Internet,RoundTrip,Admiral,53,6,12,Mon,KCH,SYD,Australia,0,1,1,8.58,0,4943
1,Internet,RoundTrip,Economy,44,6,9,Sun,KCH,SYD,Australia,1,1,1,8.58,0,796
1,Internet,RoundTrip,Admiral,13,6,8,Tue,KCH,TPE,Malaysia,1,0,0,4.67,0,3634
2,Internet,RoundTrip,Admiral,283,6,10,Thu,KCH,TPE,Malaysia,1,0,1,4.67,1,4815
3,Internet,RoundTrip,Admiral,307,6,10,Mon,KCH,TPE,Malaysia,0,0,0,4.67,1,4647
1,Mobile,RoundTrip,Economy,116,6,13,Mon,KCH,TPE,Malaysia,0,0,0,4.67,0,1964
1,Internet,RoundTrip,Admiral,45,6,12,Sun,KCH,TPE,Taiwan,0,0,0,4.67,1,3836
2,Mobile,RoundTrip,Economy,366,6,16,Sun,KCH,TPE,United States,0,0,1,4.67,1,1206
3,Internet,RoundTrip,Business,213,6,15,Wed,KCH,TPE,Malaysia,1,0,1,4.67,0,2069
1,Internet,RoundTrip,Business,65,6,12,Sun,KCH,TPE,Malaysia,1,0,0,4.67,0,2647
1,Internet,RoundTrip,Economy,143,6,14,Wed,KCH,TPE,Taiwan,1,1,0,4.67,1,314
3,Internet,RoundTrip,Business,107,6,10,Mon,KCH,TPE,Malaysia,1,0,0,4.67,1,3151
1,Internet,RoundTrip,Business,147,6,16,Thu,KCH,TPE,Taiwan,1,0,0,4.67,0,3201
1,Internet,RoundTrip,Admiral,9,6,22,Wed,KCH,TPE,Malaysia,1,1,0,4.67,0,4367
1,Internet,RoundTrip,Business,31,6,14,Wed,KCH,TPE,Malaysia,1,0,0,4.67,0,2247
2,Internet,RoundTrip,Economy,205,6,15,Mon,KCH,TPE,Malaysia,1,0,0,4.67,0,1775
4,Internet,RoundTrip,Business,28,6,7,Tue,KCH,TPE,Malaysia,1,0,0,4.67,0,3129
2,Internet,RoundTrip,Admiral,95,6,11,Thu,KCH,TPE,United States,0,0,0,4.67,0,4791
2,Internet,RoundTrip,Admiral,29,6,7,Mon,KCH,TPE,Malaysia,1,1,0,4.67,0,4404
1,Internet,RoundTrip,Economy,263,6,14,Mon,KCH,TPE,Taiwan,1,0,0,4.67,0,801
1,Internet,RoundTrip,Business,24,6,20,Mon,KCH,TPE,Taiwan,0,0,1,4.67,0,3320
1,Internet,RoundTrip,Admiral,223,6,15,Sat,KCH,TPE,Malaysia,1,0,1,4.67,1,4457
2,Mobile,RoundTrip,Admiral,48,6,8,Mon,KCH,TPE,Malaysia,1,0,0,4.67,0,4690
2,Internet,RoundTrip,Admiral,103,6,14,Sun,KCH,TPE,Malaysia,0,0,0,4.67,0,3760
1,Mobile,RoundTrip,Business,6,6,12,Mon,KCH,TPE,Malaysia,1,0,0,4.67,0,2795
1,Internet,RoundTrip,Admiral,410,6,8,Sun,KCH,TPE,Malaysia,1,0,1,4.67,1,4406
1,Internet,RoundTrip,Business,5,6,3,Mon,KCH,TPE,Malaysia,1,0,0,4.67,0,2061
4,Internet,RoundTrip,Economy,122,6,10,Tue,KCH,TPE,Malaysia,1,0,0,4.67,1,1558
6,Internet,RoundTrip,Admiral,218,6,4,Tue,KCH,TPE,Malaysia,1,1,1,4.67,1,4636
1,Internet,RoundTrip,Business,103,6,14,Sun,KCH,TPE,Malaysia,0,0,0,4.67,0,3313
2,Internet,RoundTrip,Admiral,303,6,17,Mon,KCH,TPE,Malaysia,1,0,1,4.67,1,3826
3,Internet,RoundTrip,Admiral,115,6,1,Thu,KCH,TPE,Malaysia,1,0,0,4.67,0,3797
1,Internet,RoundTrip,Admiral,46,6,14,Thu,KCH,TPE,Malaysia,0,1,0,4.67,0,3844
2,Mobile,RoundTrip,Business,50,6,8,Thu,KCH,TPE,Malaysia,1,0,0,4.67,1,2221
3,Internet,RoundTrip,Economy,15,6,10,Sat,KCH,TPE,Malaysia,1,1,1,4.67,1,1097
1,Mobile,RoundTrip,Admiral,62,6,12,Thu,KCH,TPE,Malaysia,1,1,0,4.67,0,3678
1,Internet,RoundTrip,Admiral,253,6,14,Tue,KCH,TPE,Malaysia,1,1,1,4.67,1,3882
3,Internet,RoundTrip,Economy,156,6,9,Sun,KCH,TPE,Malaysia,1,0,0,4.67,1,1635
1,Internet,RoundTrip,Business,7,6,1,Sat,KCH,XIY,Malaysia,1,0,1,5,0,2311
1,Internet,RoundTrip,Business,218,6,13,Sat,KHH,MEL,Taiwan,1,1,1,8.83,0,2147
1,Mobile,RoundTrip,Admiral,30,6,11,Wed,KHH,OOL,Australia,0,0,0,8.83,0,4884
2,Internet,RoundTrip,Business,317,6,1,Sun,KHH,PER,Taiwan,0,0,0,5.62,0,2146
2,Internet,RoundTrip,Admiral,109,6,12,Fri,KHH,SYD,Taiwan,1,0,0,8.58,0,4072
1,Mobile,RoundTrip,Admiral,352,6,19,Sun,KHH,SYD,Taiwan,1,1,1,8.58,0,3858
4,Mobile,RoundTrip,Business,115,6,9,Sun,KIX,KNO,Indonesia,1,0,1,7,0,3468
2,Mobile,RoundTrip,Business,87,6,11,Fri,KIX,KNO,Indonesia,0,0,0,7,0,2533
1,Internet,RoundTrip,Economy,38,6,12,Wed,KIX,KNO,Japan,0,1,0,7,0,1737
5,Internet,RoundTrip,Admiral,277,6,16,Tue,KIX,KNO,Indonesia,1,0,0,7,0,4242
1,Internet,RoundTrip,Economy,72,6,11,Fri,KIX,KNO,Japan,0,0,1,7,0,612
2,Internet,RoundTrip,Economy,188,6,11,Sun,KIX,LGK,Japan,1,1,1,7,0,457
1,Internet,RoundTrip,Economy,185,6,14,Sat,KIX,LGK,Japan,0,0,1,7,0,1155
2,Mobile,RoundTrip,Economy,212,6,23,Thu,KIX,LGK,Japan,0,1,1,7,0,1704
1,Internet,RoundTrip,Admiral,298,6,0,Fri,KIX,LGK,Japan,1,1,1,7,0,3846
2,Internet,RoundTrip,Admiral,101,6,4,Sun,KIX,LGK,Japan,1,0,0,7,0,4550
2,Internet,RoundTrip,Economy,61,6,12,Sun,KIX,LGK,Japan,0,0,0,7,0,1205
6,Internet,RoundTrip,Admiral,119,6,6,Tue,KIX,LGK,Japan,1,1,1,7,0,4275
2,Internet,RoundTrip,Economy,57,6,12,Sun,KIX,LGK,Japan,0,0,0,7,0,1850
1,Mobile,RoundTrip,Business,2,6,1,Wed,KIX,LGK,Malaysia,0,1,0,7,0,2426
1,Internet,RoundTrip,Admiral,17,6,3,Tue,KIX,LGK,Japan,1,0,0,7,0,3586
2,Mobile,RoundTrip,Business,239,6,6,Fri,KIX,LOP,Japan,0,0,0,7,0,2835
2,Internet,RoundTrip,Economy,151,6,9,Tue,KIX,LOP,Japan,0,1,0,7,0,978
1,Internet,RoundTrip,Business,40,6,13,Mon,KIX,LOP,Japan,0,1,0,7,0,2759
1,Internet,RoundTrip,Admiral,97,6,3,Sat,KIX,LOP,Japan,0,0,0,7,1,4588
1,Internet,RoundTrip,Economy,41,6,18,Sun,KIX,LOP,Japan,0,1,0,7,0,586
1,Mobile,RoundTrip,Economy,20,6,15,Wed,KIX,LPQ,Japan,0,1,1,7,0,1516
1,Internet,RoundTrip,Economy,57,6,6,Mon,KIX,LPQ,Japan,0,0,0,7,0,1092
1,Internet,RoundTrip,Admiral,57,6,7,Mon,KIX,LPQ,Japan,0,0,0,7,0,3772
1,Mobile,RoundTrip,Business,70,6,0,Tue,KIX,LPQ,Japan,0,0,0,7,0,2117
1,Internet,RoundTrip,Economy,69,6,2,Wed,KIX,LPQ,Japan,1,0,0,7,0,949
2,Internet,RoundTrip,Economy,43,6,13,Fri,KIX,LPQ,Japan,0,0,1,7,0,1030
1,Internet,RoundTrip,Business,57,6,14,Mon,KIX,LPQ,Japan,1,0,0,7,0,2111
2,Internet,RoundTrip,Admiral,130,6,12,Thu,KIX,LPQ,Laos,1,0,0,7,0,3901
4,Internet,RoundTrip,Admiral,116,6,16,Sun,KIX,MAA,India,1,0,1,7,0,4436
1,Internet,RoundTrip,Business,46,6,7,Wed,KIX,MAA,Japan,1,0,0,7,0,3190
1,Internet,RoundTrip,Business,48,6,12,Wed,KIX,MEL,Australia,1,0,1,8.83,0,2824
1,Internet,RoundTrip,Business,57,6,5,Fri,KIX,MEL,Australia,1,0,0,8.83,0,3074
1,Internet,RoundTrip,Economy,169,6,0,Mon,KIX,MEL,Japan,0,1,1,8.83,0,451
1,Mobile,RoundTrip,Economy,16,6,15,Fri,KIX,MEL,Japan,1,0,1,8.83,0,1843
1,Internet,RoundTrip,Business,169,6,0,Mon,KIX,MEL,Japan,0,1,1,8.83,0,3125
2,Internet,RoundTrip,Admiral,88,6,14,Sun,KIX,MEL,Japan,1,0,0,8.83,0,4167
3,Internet,RoundTrip,Economy,70,6,4,Fri,KIX,MEL,Japan,1,0,0,8.83,0,1574
3,Internet,RoundTrip,Economy,867,6,7,Mon,KIX,MLE,Japan,0,0,1,7,1,547
1,Internet,RoundTrip,Admiral,101,6,12,Wed,KIX,MRU,Japan,0,0,0,7.42,0,3751
2,Internet,RoundTrip,Business,33,6,9,Wed,KIX,MRU,Japan,0,1,0,7.42,0,2716
2,Internet,RoundTrip,Business,182,6,2,Thu,KIX,MYY,Malaysia,1,0,1,7,1,3034
2,Mobile,RoundTrip,Business,87,6,8,Wed,KIX,MYY,Malaysia,1,0,1,7,0,2328
2,Internet,RoundTrip,Admiral,83,6,2,Wed,KIX,MYY,Japan,1,1,1,7,0,4154
1,Internet,RoundTrip,Admiral,7,6,1,Wed,KIX,OOL,Australia,0,0,0,8.83,0,4397
1,Internet,RoundTrip,Business,97,6,11,Thu,KIX,OOL,Japan,0,0,1,8.83,0,2525
1,Internet,RoundTrip,Business,15,6,7,Thu,KIX,OOL,Australia,1,0,0,8.83,0,3018
1,Mobile,RoundTrip,Business,2,6,11,Thu,KIX,OOL,Australia,0,1,1,8.83,0,3378
2,Internet,RoundTrip,Business,139,6,5,Mon,KIX,OOL,Japan,0,0,0,8.83,0,3282
2,Internet,RoundTrip,Admiral,107,6,14,Sun,KIX,PEN,Malaysia,1,0,0,7,1,3747
4,Internet,RoundTrip,Business,311,6,16,Mon,KIX,PEN,Malaysia,1,1,1,7,0,2072
3,Mobile,RoundTrip,Economy,343,6,11,Fri,KIX,PEN,Malaysia,1,1,1,7,1,903
2,Internet,RoundTrip,Business,44,6,2,Thu,KIX,PEN,Malaysia,1,0,1,7,0,2553
1,Mobile,RoundTrip,Economy,54,6,16,Sat,KIX,PEN,Malaysia,1,1,1,7,0,1032
2,Internet,RoundTrip,Business,142,6,5,Tue,KIX,PEN,Japan,1,1,1,7,0,2761
1,Internet,RoundTrip,Business,77,6,2,Wed,KIX,PEN,Malaysia,1,1,1,7,1,2843
3,Internet,RoundTrip,Admiral,161,6,0,Sun,KIX,PEN,Japan,1,1,1,7,0,4616
1,Mobile,RoundTrip,Business,267,6,15,Tue,KIX,PEN,Malaysia,1,0,0,7,0,3095
3,Internet,RoundTrip,Economy,4,6,10,Tue,KIX,PEN,Malaysia,0,0,0,7,1,663
1,Internet,RoundTrip,Business,365,6,9,Mon,KIX,PEN,Japan,1,1,0,7,0,2120
5,Internet,RoundTrip,Economy,376,6,10,Fri,KIX,PEN,Malaysia,1,1,1,7,1,1060
2,Internet,RoundTrip,Business,81,6,15,Sun,KIX,PEN,Malaysia,1,1,1,7,0,2521
2,Internet,RoundTrip,Business,390,6,0,Sun,KIX,PEN,Malaysia,0,0,0,7,1,2332
2,Internet,RoundTrip,Admiral,79,6,14,Thu,KIX,PEN,Malaysia,1,1,1,7,0,4002
1,Internet,RoundTrip,Admiral,130,6,8,Thu,KIX,PEN,Malaysia,0,1,0,7,0,3768
2,Internet,RoundTrip,Economy,133,6,14,Sat,KIX,PEN,Malaysia,1,0,0,7,1,910
2,Internet,RoundTrip,Admiral,132,6,9,Sun,KIX,PEN,Malaysia,1,0,1,7,1,4942
4,Internet,RoundTrip,Admiral,49,6,8,Sat,KIX,PEN,Singapore,1,1,1,7,0,4522
1,Internet,RoundTrip,Business,130,6,8,Thu,KIX,PEN,Malaysia,0,1,0,7,0,2719
1,Internet,RoundTrip,Business,130,6,8,Thu,KIX,PEN,Malaysia,1,0,0,7,0,2050
1,Internet,RoundTrip,Economy,51,6,6,Thu,KIX,PEN,Malaysia,1,0,0,7,0,725
3,Internet,RoundTrip,Economy,138,6,5,Thu,KIX,PEN,Malaysia,1,0,0,7,1,1381
1,Internet,RoundTrip,Economy,41,6,7,Wed,KIX,PEN,Malaysia,0,0,0,7,0,861
1,Internet,RoundTrip,Admiral,49,6,10,Sun,KIX,PEN,New Zealand,0,0,0,7,0,3601
1,Internet,RoundTrip,Admiral,55,6,15,Mon,KIX,PEN,Malaysia,0,0,0,7,0,3657
2,Mobile,RoundTrip,Admiral,118,6,5,Wed,KIX,PEN,Malaysia,0,0,0,7,1,3791
2,Internet,RoundTrip,Economy,4,6,12,Tue,KIX,PEN,Malaysia,1,1,1,7,1,1918
1,Internet,RoundTrip,Economy,117,6,12,Mon,KIX,PEN,Japan,1,0,0,7,0,1044
2,Mobile,RoundTrip,Economy,33,6,11,Mon,KIX,PEN,Malaysia,1,1,1,7,1,1542
4,Mobile,RoundTrip,Economy,64,6,13,Sat,KIX,PEN,Malaysia,0,0,0,7,0,1648
3,Internet,RoundTrip,Admiral,62,6,7,Sat,KIX,PEN,Japan,1,0,0,7,0,4239
2,Internet,RoundTrip,Economy,75,6,6,Wed,KIX,PEN,Malaysia,1,0,1,7,0,1468
1,Internet,RoundTrip,Economy,8,6,8,Sun,KIX,PEN,Taiwan,0,0,0,7,1,325
2,Internet,RoundTrip,Admiral,78,6,6,Sun,KIX,PEN,Malaysia,1,1,1,7,1,4093
4,Internet,RoundTrip,Business,34,6,15,Sun,KIX,PEN,Malaysia,1,0,1,7,1,2989
3,Internet,RoundTrip,Admiral,48,6,12,Sun,KIX,PEN,Malaysia,0,0,0,7,0,4862
2,Internet,RoundTrip,Business,320,6,2,Tue,KIX,PEN,Finland,0,0,0,7,0,2513
2,Mobile,RoundTrip,Admiral,41,6,9,Sat,KIX,PEN,Malaysia,1,1,1,7,1,4442
1,Internet,RoundTrip,Admiral,99,6,9,Sat,KIX,PEN,Japan,1,0,1,7,0,3697
1,Internet,RoundTrip,Admiral,32,6,12,Sat,KIX,PEN,Malaysia,0,0,0,7,1,4258
3,Internet,RoundTrip,Business,3,6,6,Wed,KIX,PEN,Malaysia,1,1,1,7,1,2018
2,Internet,RoundTrip,Admiral,86,6,14,Thu,KIX,PEN,Malaysia,1,0,1,7,1,4557
1,Mobile,RoundTrip,Admiral,52,6,5,Tue,KIX,PEN,Malaysia,1,1,0,7,0,3832
2,Internet,RoundTrip,Economy,232,6,12,Sat,KIX,PEN,Malaysia,1,1,1,7,1,1178
2,Internet,RoundTrip,Economy,3,6,7,Wed,KIX,PEN,Malaysia,1,1,1,7,1,1616
2,Internet,RoundTrip,Business,10,6,7,Sun,KIX,PEN,Japan,0,0,1,7,0,2940
5,Internet,RoundTrip,Business,197,6,9,Tue,KIX,PEN,Malaysia,1,1,1,7,1,2063
1,Mobile,RoundTrip,Business,59,6,15,Sun,KIX,PEN,Malaysia,0,0,1,7,1,3253
4,Internet,RoundTrip,Admiral,24,6,11,Wed,KIX,PEN,Malaysia,1,1,1,7,1,4323
1,Internet,RoundTrip,Economy,27,6,8,Mon,KIX,PEN,Japan,1,0,0,7,0,853
1,Internet,RoundTrip,Admiral,20,6,9,Thu,KIX,PEN,Malaysia,0,0,0,7,1,4376
4,Internet,RoundTrip,Business,143,6,2,Mon,KIX,PEN,Malaysia,1,0,1,7,1,2898
4,Internet,RoundTrip,Economy,24,6,10,Wed,KIX,PEN,Malaysia,1,1,0,7,1,1946
1,Internet,RoundTrip,Economy,52,6,12,Wed,KIX,PER,Japan,1,0,0,7,0,1987
1,Internet,RoundTrip,Admiral,57,6,8,Tue,KIX,PER,Australia,0,0,0,7,0,4481
1,Internet,RoundTrip,Economy,267,6,18,Wed,KIX,PER,Australia,1,0,0,7,0,1376
1,Mobile,RoundTrip,Admiral,1,6,2,Sun,KIX,PER,Australia,0,0,0,7,0,4383
1,Internet,RoundTrip,Admiral,74,6,12,Sun,KIX,PER,Australia,1,0,0,7,0,4806
1,Internet,RoundTrip,Economy,410,6,0,Sun,KIX,PER,Japan,1,0,0,7,0,694
1,Internet,RoundTrip,Economy,74,6,12,Sun,KIX,PER,Australia,1,0,0,7,0,980
2,Internet,RoundTrip,Economy,67,6,9,Sun,KIX,PER,Australia,1,0,1,7,0,1706
1,Internet,RoundTrip,Business,74,6,12,Sun,KIX,PER,Australia,1,0,0,7,0,2334
1,Internet,RoundTrip,Economy,72,6,3,Mon,KIX,PER,Japan,1,0,1,7,1,1339
2,Mobile,RoundTrip,Admiral,31,6,4,Tue,KIX,PER,Australia,1,0,0,7,0,4902
