AppID,Name,Developer,Publisher,Genre,Categories,Owners,Positive_Reviews,Negative_Reviews,Price_USD,Initial_Price_USD,Discount_Percent,Peak_Concurrent_Players,Platforms,Release_Date,Required_Age,Avg_Rating_5,Playability_Index_10
429830,Unseen Diplomacy,Triangular Pixels,Triangular Pixels,"Action, Indie, Simulation","Single-player, Steam Trading Cards, VR Support","20,000 .. 50,000",138,17,2.99,2.99,0,0,windows,4/4/2016,0,3.98,9.32
429940,The Sad Story of Emmeline Burns,ebi-hime,ebi-hime,"Adventure, Casual, Indie","Single-player, Steam Achievements","100,000 .. 200,000",673,65,0,0,0,0,"windows, mac, linux",1/5/2016,0,2.13,5.32
429950,ABO MANDO,UNDEAD,"Andrés Calva, Luis Calva","Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","50,000 .. 100,000",25,52,0.99,0.99,0,0,windows,12/31/2015,0,2.68,2.08
430020,Dance of Death,eight game studio,RunServer,Adventure,"Single-player, Steam Trading Cards","20,000 .. 50,000",194,110,3.99,3.99,0,1,windows,12/21/2015,0,3.95,0.81
430070,Never Again,Primary Games,Primary Games,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","20,000 .. 50,000",545,124,13.99,13.99,0,2,windows,5/9/2019,0,3.72,9.32
430080,Elysium: Blood Games,SimProse Studios,Trinity Project,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Steam Trading Cards","50,000 .. 100,000",67,48,0.99,0.99,0,0,windows,1/5/2016,0,3.68,7.78
430100,darkcase : the basement,TrerPlay,TrerPlay,"Casual, Indie, Simulation, Strategy",Single-player,"0 .. 20,000",19,9,0.99,0.99,0,0,windows,6/5/2018,0,3.04,6.23
430170,Babel: Choice,Sogoal,Sogoal,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","20,000 .. 50,000",73,36,9.99,9.99,0,0,"windows, mac",2/12/2016,0,2.78,3.23
430190,Wondershot,Leikir Studio,Leikir Studio,Indie,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together","0 .. 20,000",19,4,12.99,12.99,0,0,windows,2/19/2016,0,3.17,6.39
430210,Megaton Rainfall,"Pentadimensional Games, SL","Pentadimensional Games, SL","Action, Indie","Single-player, Full controller support, Remote Play on TV","100,000 .. 200,000",1140,454,15.99,15.99,0,8,windows,11/17/2017,0,2.45,1.05
430230,Grass Max,AAAGAMES,AAAGAMES,"Action, Indie, Racing","Multi-player, Steam Achievements, Steam Cloud, Steam Trading Cards, Online PvP, PvP","0 .. 20,000",14,4,4.99,4.99,0,0,windows,6/22/2016,0,2.97,8.83
430240,Duplexer,Vantage Games,Vantage Games,Indie,"Single-player, Stats, Partial Controller Support, Steam Achievements, Steam Cloud","0 .. 20,000",8,5,2.99,2.99,0,0,windows,1/29/2016,0,3.6,4.51
430280,Nature Defenders,Nordic Mist Games,Nordic Mist Games,"Casual, Indie, Strategy",Single-player,"0 .. 20,000",5,5,4.99,4.99,0,0,"windows, mac, linux",12/21/2015,0,4.7,3.47
430290,Shmups Skill Test シューティング技能検定,TRIANGLE SERVICE,Komodo,Action,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP","0 .. 20,000",46,3,4.99,4.99,0,0,windows,6/9/2016,0,2.02,7.04
430300,MINUS ZERO,TRIANGLE SERVICE,Komodo,Action,"Single-player, Steam Achievements, Steam Cloud, Full controller support","0 .. 20,000",7,8,1.99,1.99,0,0,windows,6/16/2016,0,3.29,8.16
430410,Memoranda,Bit Byterz,Digital Dragon,"Adventure, Indie","Single-player, Stats, Steam Achievements, Steam Cloud, Steam Trading Cards","0 .. 20,000",109,37,14.99,14.99,0,0,"windows, mac, linux",1/25/2017,0,3.08,2.69
430890,Rytmik Player,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",Audio Production,"Steam Achievements, Steam Cloud","20,000 .. 50,000",40,9,0,0,0,0,"windows, mac",4/21/2017,0,3.43,0.34
430930,Z. Year One,Downward Viral,Downward Viral,"Indie, Strategy",Single-player,"0 .. 20,000",30,11,14.99,14.99,0,0,windows,2/22/2017,0,3.21,2.62
430960,Lucy -The Eternity She Wished For-,"Modern Visual Arts Laboratory, SEO INSEOK",Modern Visual Arts Laboratory,"Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards","200,000 .. 500,000",6979,361,9.99,9.99,0,6,windows,2/28/2016,0,2.79,0.46
431030,The Music Room,Chroma Coda,Chroma Coda,Audio Production,VR Support,"0 .. 20,000",0,2,129.99,129.99,0,0,windows,8/17/2017,0,2.04,8.48
431120,Tethered,Secret Sorcery Limited,Secret Sorcery Limited,"Indie, Strategy","Single-player, Steam Achievements, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV","0 .. 20,000",167,33,18.99,18.99,0,0,windows,2/27/2017,0,2.65,8.69
431180,WolfQuest: Classic,eduweb,eduweb,"Indie, RPG, Simulation","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Trading Cards","50,000 .. 100,000",1418,133,19.99,19.99,0,9,"windows, mac",3/25/2016,0,4.03,8.05
431200,Disastr_Blastr,Dog Theory,Dog Theory,"Action, Indie","Single-player, Steam Achievements, Steam Leaderboards, Full controller support, Steam Trading Cards","20,000 .. 50,000",41,5,1.99,1.99,0,0,windows,11/21/2016,0,2.53,5.19
431220,Porradaria 2: Pagode of the Night,CleanWaterSoft,CleanWaterSoft,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards","50,000 .. 100,000",108,86,0,0,0,0,"windows, linux",3/8/2016,0,3.49,6.12
431230,Tiny Guardians,Kurechii,Kurechii,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","0 .. 20,000",125,28,9.99,9.99,0,0,"windows, mac",3/23/2016,0,4.24,6.08
431240,Golf With Your Friends,"Blacklight Interactive, Team17",Team17,"Casual, Indie, Sports","Multi-player, Single-player, Stats, Includes level editor, Partial Controller Support, Steam Achievements, Shared/Split Screen, Steam Workshop, Online PvP, Shared/Split Screen PvP, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, PvP","2,000,000 .. 5,000,000",47692,5697,14.99,14.99,0,1395,"windows, mac, linux",5/19/2020,0,3.97,2.73
431250,Mushroom Wars,"Zillion Whales, Creat Studios",Zillion Whales,"Action, Indie, Strategy","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP","200,000 .. 500,000",404,113,9.99,9.99,0,5,windows,4/7/2016,0,2.38,9.19
431260,Cursed,Jetdogs Studios,Jetdogs Studios,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",497,122,2.49,4.99,50,0,"windows, linux",6/17/2016,0,2.1,6.73
431280,tiny & Tall: Gleipnir,tT Studios,Plug In Digital,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards","0 .. 20,000",155,6,14.99,14.99,0,0,"windows, mac",9/4/2018,0,4.09,3.03
431290,Level 22: Gary’s Misadventures - 2016 Edition,Moving Player,Plug In Digital,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","0 .. 20,000",33,16,6.99,6.99,0,0,"windows, mac",2/11/2016,0,4.9,9.37
431330,Dungeons Are Random,PIXELBUG,PIXELBUG,"Action, Indie, RPG","Single-player, Partial Controller Support","0 .. 20,000",10,15,1.99,1.99,0,0,"windows, mac, linux",1/5/2016,0,4.58,9.52
431360,The Legend: A University Story,Austin Handle,Howling Legend Studios,"Action, Adventure, Indie, Early Access","Single-player, Partial Controller Support","0 .. 20,000",10,7,0,0,0,0,windows,7/27/2016,0,3.4,4.67
431370,Diorama No.3 : The Marchland,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,"Casual, Indie, Simulation","Single-player, VR Support","0 .. 20,000",12,4,2.99,2.99,0,0,windows,4/5/2016,0,2.3,2.86
431390,Diorama No.1 : Blocked In,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,"Casual, Indie, Simulation",Single-player,"0 .. 20,000",22,10,0,0,0,0,windows,4/5/2016,0,2.47,7.74
431450,Alchemist's Awakening,Osaris Games,Osaris Games,"Action, Indie","Multi-player, Single-player, Co-op, Includes level editor, Steam Trading Cards, Steam Workshop, Online PvP, Online Co-op, PvP","20,000 .. 50,000",358,120,9.99,9.99,0,1,windows,6/3/2019,0,3.54,9.63
431460,Midnight,Petite Games,Petite Games,"Adventure, Casual, Indie",Single-player,"0 .. 20,000",48,20,2.99,2.99,0,0,"windows, mac, linux",1/28/2016,0,3.23,0.28
431470,Inside The Code,Tinycorp,Tinycorp,"Adventure, RPG, Strategy, Early Access",Single-player,"20,000 .. 50,000",0,1,3.99,3.99,0,0,windows,1/8/2016,0,3.63,6.51
431500,Clash of the Monsters,Cadence Games,Cadence Games,"Action, Free to Play, Indie","Multi-player, Single-player, Partial Controller Support, Cross-Platform Multiplayer","100,000 .. 200,000",186,180,0,0,0,0,"windows, mac",4/13/2016,0,4.98,8.02
431510,Mystic Destinies: Serendipity of Aeons,Aeon Dream Studios,Aeon Dream Studios,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases","20,000 .. 50,000",313,69,0,0,0,0,"windows, mac, linux",2/11/2016,0,2.98,0.66
431540,Frosty Kiss,"2Chance Projects, IIchan Eroge Team",2Chance Projects,"Adventure, Casual, Free to Play, Indie",Single-player,"100,000 .. 200,000",1278,139,0,0,0,2,"windows, linux",1/8/2016,0,3.22,8.71
431590,Earn to Die 2,Toffee Games,Not Doppler,"Action, Indie, Racing","Single-player, Stats, Steam Achievements, Steam Cloud, Full controller support","50,000 .. 100,000",659,59,4.99,4.99,0,6,"windows, mac",5/5/2016,0,4.11,1.89
431600,Automobilista,Reiza Studios,Reiza Studios,"Racing, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Achievements","200,000 .. 500,000",1891,217,24.99,24.99,0,38,windows,8/24/2016,0,4.14,6.98
431610,Hubert's Island Adventure: Mouse o' War,Cheese and Bacon Games,Cheese and Bacon Games,"Action, Adventure, Indie","Multi-player, Single-player, Partial Controller Support, Shared/Split Screen, Remote Play Together","0 .. 20,000",5,1,4.99,4.99,0,0,"windows, mac, linux",2/3/2016,0,4.48,0.84
431630,Action Legion,Aeonic Entertainment,Aeonic Entertainment,"Action, Indie","Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards","0 .. 20,000",21,5,5.99,5.99,0,0,"windows, mac, linux",4/19/2016,0,3.99,4.65
431640,Doodle Kingdom,JoyBits Ltd.,JoyBits Ltd.,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","50,000 .. 100,000",80,102,8.99,8.99,0,0,"windows, mac, linux",6/9/2016,0,3.4,2.93
431650,Phoning Home,ION LANDS,ION LANDS,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards","100,000 .. 200,000",634,283,0,0,0,69,windows,2/7/2017,0,4.11,8.95
431680,Nuts!: The Battle of the Bulge,HexWar Games,HexWar Games,Strategy,"Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","0 .. 20,000",18,27,9.99,9.99,0,0,"windows, mac",2/12/2016,0,2.6,5.73
431710,Space Pilgrim Episode II: Epsilon Indi,"Pilgrim Adventures, GrabTheGames Studios",GrabTheGames,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","200,000 .. 500,000",410,65,1.99,1.99,0,3,windows,1/8/2016,0,4.59,1.47
431740,Chowderchu,Ryan Jensen,Ryan Jensen,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards","20,000 .. 50,000",33,23,2.99,2.99,0,0,windows,1/4/2016,0,3.19,2.75
431750,Iron Sea Defenders,Creobit,8Floor,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards","200,000 .. 500,000",228,52,0.49,4.99,90,216,windows,9/9/2016,0,2.27,4.8
431770,Rivalry,Kew McParlane,My64K,"Casual, Indie, Simulation, Strategy, Early Access","Multi-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP","0 .. 20,000",256,18,2.99,2.99,0,2,"windows, mac, linux",1/22/2016,0,3.34,7.46
431810,Rencounter,SPVD,GrabTheGames,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","50,000 .. 100,000",223,89,5.99,5.99,0,0,"windows, mac, linux",11/4/2016,0,4.84,1.91
431830,Drift Into Eternity,We Are Bots,We Are Bots,"Action, Adventure, Indie","Single-player, Stats, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","0 .. 20,000",30,8,19.99,19.99,0,0,"windows, linux",12/13/2016,0,2.87,4.53
431840,3DRPG,Doomster Entertainment,Doomster Entertainment,"Adventure, Indie, RPG","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",131,77,1.99,1.99,0,2,windows,1/12/2016,0,2.15,4.27
431850,Projector Face,Fluik Entertainment Inc,Fluik Entertainment Inc,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","0 .. 20,000",66,12,0.99,0.99,0,0,windows,6/1/2016,0,3.64,3.41
431870,Castle Torgeath: Descent into Darkness,Dungeoneering Studios,Dungeoneering Studios,"Action, Adventure, Indie, RPG","Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards","0 .. 20,000",54,29,0,0,0,0,windows,12/15/2016,0,4.92,0.23
431910,Psychocat: The Answer,Chewa,Chewa,"Action, Casual, Indie",Single-player,"0 .. 20,000",182,42,0.99,0.99,0,0,windows,1/11/2016,0,2.26,9.61
431930,Kabounce,Stitch Heads Entertainment,Stitch Heads Entertainment,"Action, Indie, Sports","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP","200,000 .. 500,000",2316,220,14.99,14.99,0,0,windows,5/29/2018,0,2.87,2.38
431940,Wildfire,Sneaky Bastards,Humble Games,Indie,"Multi-player, Single-player, Co-op, Captions available, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together","100,000 .. 200,000",547,108,0,0,0,4,windows,5/25/2020,0,3.07,0.22
431950,Age of Fear 4: The Iron Killer,Leslaw Sliwko,Age of Fear,"Indie, RPG, Strategy","Single-player, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Steam Workshop, Remote Play Together","0 .. 20,000",35,8,29.99,29.99,0,0,"windows, mac, linux",4/30/2021,0,2.22,4.61
431960,Wallpaper Engine,Wallpaper Engine Team,Wallpaper Engine Team,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities","Includes level editor, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Workshop","20,000,000 .. 50,000,000",561096,11031,3.99,3.99,0,109428,windows,2018/11,0,2.84,6.81
432010,World's Dawn,Wayward Prophet,Wayward Prophet,"Casual, Indie, RPG, Simulation","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards","0 .. 20,000",656,168,9.99,9.99,0,5,windows,1/25/2016,0,2.81,10
432100,Negligee,Dharker Studio,Dharker Studios Ltd,"Adventure, Casual, Indie","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards","100,000 .. 200,000",564,141,14.99,14.99,0,1,windows,10/19/2016,0,4.25,6.74
432130,Break Chance Memento,Cyanide Tea,Cyanide Tea,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","0 .. 20,000",27,4,14.99,14.99,0,0,"windows, mac, linux",2/12/2016,0,4.32,6.38
432170,Silver Knight,Wojciech Krupinski,KrupinskiArt,"Action, Adventure, Casual, Indie, RPG, Early Access","Single-player, Steam Trading Cards","50,000 .. 100,000",46,39,0.99,0.99,0,1,windows,1/15/2016,0,4.27,7.68
432180,Discouraged Workers TEEN,YGGDRASIL STUDIO,YGGDRASIL STUDIO,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV","0 .. 20,000",48,24,4.99,4.99,0,0,"windows, mac, linux",3/21/2016,0,2.22,4.88
432190,Chef Solitaire: USA,The Revills Games,The Revills Games,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards","20,000 .. 50,000",126,16,2.99,2.99,0,0,windows,1/15/2016,0,3.12,5.78
432210,The Revenant Prince,Nomina Games,Nomina Games,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","0 .. 20,000",14,3,3.99,3.99,0,0,windows,8/13/2020,0,2.76,2.68
432230,"Axe, Bow & Staff",Clewcat Games,Clewcat Games,"Action, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Online PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP","0 .. 20,000",24,5,4.99,4.99,0,0,"windows, mac, linux",9/29/2016,0,3.84,6.45
432240,UnderDread,Bigzur Games,Bigzur Games,"Adventure, Indie","Single-player, Steam Trading Cards","0 .. 20,000",79,52,4.99,4.99,0,0,"windows, mac",3/1/2016,0,4.12,8.17
432250,Soviet City,chickeninthecornstudio,chickeninthecornstudio,"Indie, Simulation, Strategy, Early Access",Single-player,"0 .. 20,000",66,43,11.99,11.99,0,0,windows,3/31/2016,0,4.41,3.15
432260,Tiltagon,Kiemura Ltd,Kiemura Ltd,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards","50,000 .. 100,000",80,29,2.99,2.99,0,0,"windows, mac, linux",3/29/2016,0,3.22,0.24
432270,No Seat?,khos85,khos85,"Indie, Simulation, Sports","Multi-player, Single-player, Includes level editor, Partial Controller Support, Steam Achievements, Shared/Split Screen PvP, Remote Play Together, PvP","0 .. 20,000",2,5,2.99,2.99,0,0,windows,12/19/2016,0,4.94,5.53
432290,Elemental Heroes,mPower Games Studio,mPower Games Studio,"Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, MMO, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases","50,000 .. 100,000",97,67,0,0,0,3,"windows, mac, linux",3/3/2016,0,3.98,3.73
432310,Virtual Pool 4 Multiplayer,Celeris,Celeris,Sports,"Multi-player, Co-op, In-App Purchases, Online Co-op","20,000 .. 50,000",76,41,0,0,0,2,windows,6/13/2016,0,3.53,9.77
432330,Rytmik Lite Chiptune Synthesizer,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",Audio Production,Steam Achievements,"0 .. 20,000",50,20,5.99,5.99,0,0,"windows, mac",1/26/2016,0,4.65,2.98
432350,Epic Battle Fantasy 5,Matt Roszak,Matt Roszak,"Adventure, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","200,000 .. 500,000",4307,52,19.99,19.99,0,66,windows,11/30/2018,0,4.59,0.7
432370,Sethian,"Duang! Games, LLC","Duang! Games, LLC",Indie,Single-player,"0 .. 20,000",66,20,4.99,4.99,0,0,"windows, mac",11/9/2016,0,3.59,0.6
432380,Hydra Slayer,Zeno Rogue,Zeno Rogue,"RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","50,000 .. 100,000",37,3,5.99,5.99,0,0,"windows, mac, linux",3/24/2016,0,4.27,5.73
432390,Weekend Drive,GTGD,GTGD,"Action, Indie, Early Access",Single-player,"0 .. 20,000",2,0,0.99,0.99,0,0,windows,3/14/2019,0,3.68,1.61
432410,The Sacred Stone,Panzer Gaming,HandMade Games,"Action, Adventure, Indie, RPG","Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards","100,000 .. 200,000",10,26,4.99,4.99,0,0,windows,4/5/2021,0,3.64,0.38
432420,Ludoria,Eminent Softworks,Eminent Softworks,"Adventure, Indie, RPG, Early Access","Multi-player, Single-player, Co-op, Cross-Platform Multiplayer, Online Co-op, Shared/Split Screen Co-op, Remote Play Together","0 .. 20,000",8,11,19.99,19.99,0,0,windows,3/3/2017,0,3.37,0.02
432470,Magdalena,MagdalenaTeam,MagdalenaTeam,"Adventure, Indie","Single-player, Partial Controller Support, Steam Trading Cards","200,000 .. 500,000",106,155,0.99,0.99,0,0,"windows, mac",2/22/2016,0,2.13,8.88
432480,Grenade Madness,Touch Orchestra,Touch Orchestra,"Action, Indie, Early Access","Multi-player, Stats, Partial Controller Support, Steam Achievements, Steam Leaderboards, Cross-Platform Multiplayer","0 .. 20,000",18,2,9.99,9.99,0,0,"windows, mac, linux",4/15/2016,0,3.99,3.67
432490,ATOM GRRRL!!,Cosmillica,Sekai Project,"Casual, Indie","Single-player, Steam Trading Cards","0 .. 20,000",14,9,9.99,9.99,0,0,"windows, mac, linux",3/1/2016,0,2.94,2.18
432500,Evertown,cg-imagine,cg-imagine,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy, Early Access",Single-player,"20,000 .. 50,000",46,62,1.99,1.99,0,0,windows,1/11/2016,0,2.76,6.37
432540,Devil Sealing Stone,WJLEGAME,WJLEGAME,"Action, Adventure, Indie, RPG","Single-player, Partial Controller Support","0 .. 20,000",4,3,7.99,7.99,0,0,"windows, mac",4/11/2016,0,4.19,4.91
432590,And So It Was,VolumeUp Studios,VolumeUp Studios,"Action, Adventure, Indie","Single-player, Steam Achievements","0 .. 20,000",24,15,0,0,0,0,"windows, mac, linux",2/29/2016,0,4.4,2.14
432620,Mimic Arena,Tiny Horse Games,Tiny Horse Games,"Action, Casual, Indie","Multi-player, Full controller support, Remote Play on TV","0 .. 20,000",9,7,7.99,7.99,0,0,"windows, mac, linux",5/17/2016,0,2.99,0.54
432640,BuriedTown,Dice7,Locojoy,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements","0 .. 20,000",20,22,6.99,6.99,0,0,windows,1/22/2016,0,2.44,5.81
432720,Welkin Road,Gregor Panič,Nkidu Games Inc.,"Action, Adventure, Indie, Early Access","Single-player, Stats, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards","0 .. 20,000",54,18,12.99,12.99,0,0,"windows, mac, linux",4/13/2016,0,4.48,9.52
432770,Small Town Terrors: Livingston,Gunnar Games,Gunnar Games,"Adventure, Casual",Single-player,"0 .. 20,000",50,20,5.99,5.99,0,0,windows,1/18/2016,0,4.94,0.1
432780,Dream Catcher Chronicles: Manitou,Viva Media,Dream Catcher Chronicles,"Adventure, Casual",Single-player,"0 .. 20,000",14,13,9.99,9.99,0,0,windows,2/11/2016,0,3.44,7.72
432790,Angel Flare,Kuchnier Games,Kuchnier Games,"Action, Indie","Single-player, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards","0 .. 20,000",4,1,9.99,9.99,0,0,"windows, mac",7/21/2017,0,3.28,0.29
432890,Quote,Vindit,Vindit,"Action, Adventure, Indie, RPG, Early Access","Single-player, Partial Controller Support","0 .. 20,000",9,5,14.99,14.99,0,0,"windows, mac, linux",1/31/2017,0,4.71,3.05
432940,Breakneck,PikPok,PikPok,"Action, Racing","Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards","20,000 .. 50,000",101,28,9.99,9.99,0,0,"windows, mac",12/7/2017,0,3.21,8.4
432950,Orange Moon,Betelgeuse Zero,Betelgeuse Zero,"Gore, Action, Adventure, Indie, RPG","Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards","0 .. 20,000",68,33,9.99,9.99,0,0,windows,9/27/2017,0,2.15,5.94
432980,INVERSUS Deluxe,Hypersect,Hypersect,"Action, Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, PvP","20,000 .. 50,000",294,34,14.99,14.99,0,2,windows,8/16/2016,0,3.52,2.73
432990,Green Game: TimeSwapper,iFun4all S.A.,iFun4all S.A.,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","0 .. 20,000",52,7,2.99,2.99,0,1,"windows, mac, linux",4/4/2016,0,2.7,2.12
433000,Lost Lands: The Golden Curse,FIVE-BN GAMES,FIVE-BN GAMES,"Adventure, Casual","Single-player, Steam Achievements, Steam Cloud","20,000 .. 50,000",437,25,6.99,6.99,0,4,"windows, mac",3/24/2016,0,2.66,2.42
433100,The Town of Light,LKA,"LKA, Wired Productions","Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, VR Support, Remote Play on TV","50,000 .. 100,000",1810,472,18.99,18.99,0,4,windows,2/26/2016,18,2.39,1.48
433110,Zipple World,Alternative Dreams,Strategy First,Indie,"Single-player, Stats, Steam Achievements, Steam Leaderboards, Steam Trading Cards","0 .. 20,000",12,14,4.99,4.99,0,0,windows,1/19/2016,0,3.71,0.06
433120,Crash Landing,Claws of Lorek,Strategy First,Indie,Single-player,"0 .. 20,000",4,11,1.99,9.99,80,0,windows,2/4/2016,0,4.23,2.98
433130,WarBirds Dogfights,iEntertainment Network Inc,iEntertainment Network Inc,"Action, Massively Multiplayer, Simulation","Multi-player, Single-player, MMO","0 .. 20,000",4,7,19.99,19.99,0,0,"windows, mac",1/14/2016,0,2.77,4.13
433170,Die Young,IndieGala,IndieGala,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","20,000 .. 50,000",1323,330,19.99,19.99,0,10,windows,9/12/2019,0,4.73,3.74
433190,CDF Starfighter VR,MadAboutGamesStudios,MadAboutGamesStudios,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, VR Support","0 .. 20,000",66,38,29.99,29.99,0,0,windows,5/26/2017,0,4.23,1.07
433210,Rhino's Rage,Defroids,Defroids,"Indie, RPG, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Trading Cards","50,000 .. 100,000",42,60,4.99,4.99,0,0,windows,3/4/2016,0,4.14,9.63
433280,Warlords Battlecry III,Infinite Interactive,"Retroism, Enlight Software Limited",Strategy,"Single-player, Steam Trading Cards","50,000 .. 100,000",582,122,5.99,9.99,40,31,windows,1/22/2016,0,2.92,7.31
433300,Marvel: Ultimate Alliance,Zoë Mode,Activision,"Action, Adventure, RPG","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op","20,000 .. 50,000",342,204,0,0,0,2,windows,7/26/2016,0,3.22,7.95
433320,Marvel: Ultimate Alliance 2,Zoë Mode,Activision,"Action, Adventure, RPG","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op","20,000 .. 50,000",186,167,0,0,0,1,windows,7/26/2016,0,3.92,8.87
