,Company Name,Employee Job Title,Employee Gender,Employee Age,Employee Physical Location,Employee Work Location,Retention Priority,Employee Salary,Employment Status,"Last Performance Rating (5=best, 1=worst)",Retained
3538,IBM,Research Engineer,f,43,Dubai,onsite,5,565000,Full Time,3.6,1
3539,Infosys,Research Engineer,other,53,Bombay,remote,3,434000,Full Time,2.6,0
3540,Cognizant,IOS Developer,other,24,Dubai,remote,5,588000,Full Time,1.7,1
3541,Apple,Test Engineer,m,24,California,hybrid,2,496000,Full Time,4.9,0
3542,Microsoft,Test Engineer,m,40,Dubai,hybrid,5,227000,Full Time,1.6,1
3543,Wipro,Data Analyst,other,41,London,onsite,1,726000,Full Time,4.2,1
3544,Apple,Front End Developer,m,48,Dubai,onsite,5,953000,Full Time,0.8,0
3545,Google,Software Development Engineer,f,29,New York,remote,1,580000,Part-Time,3.5,0
3546,Wipro,Front End Developer,other,45,Moscow,remote,4,892000,Part-Time,2.3,0
3547,Google,Research Engineer,other,19,Manchester,onsite,3,639000,Full Time,1.5,1
3548,Apple,Front End Developer,f,23,Manchester,remote,5,800000,Full Time,3.9,0
3549,Wipro,Python Developer,m,28,California,hybrid,4,174000,Full Time,1.0,0
3550,IBM,Python Developer,m,43,Bombay,hybrid,4,4000,Part-Time,2.6,1
3551,Uber,Back End Developer,other,45,Tokyo,hybrid,2,817000,Part-Time,3.6,0
3552,Infosys,Test Engineer,other,43,Dubai,remote,4,742000,Full Time,1.6,1
3553,Cognizant,Full Stack Developer,m,33,London,hybrid,4,343000,Full Time,4.3,0
3554,Infosys,Software Development Engineer,other,30,Manchester,hybrid,2,509000,Full Time,2.7,1
3555,Mastercard,IOS Developer,other,35,Sydney,hybrid,1,648000,Part-Time,0.4,1
3556,Uber,Back End Developer,m,48,California,onsite,5,374000,Full Time,1.6,1
3557,Wipro,Full Stack Developer,f,40,London,hybrid,4,818000,Part-Time,1.1,1
3558,Cognizant,Python Developer,other,29,Dubai,remote,2,204000,Full Time,3.2,1
3559,IBM,Full Stack Developer,f,41,New York,hybrid,4,476000,Full Time,0.2,1
3560,Cognizant,Android Developer,other,33,London,onsite,1,582000,Intern,2.0,1
3561,Cognizant,Python Developer,m,45,Munich,hybrid,4,300000,Full Time,2.7,0
3562,Microsoft,Test Engineer,m,36,New York,remote,1,377000,Full Time,3.0,1
3563,Apple,Data Analyst,other,36,Manchester,remote,4,934000,Full Time,0.8,1
3564,Amazon,Back End Developer,f,50,Dubai,onsite,1,319000,Full Time,3.2,0
3565,Google,Data Analyst,m,32,Sydney,onsite,1,850000,Part-Time,4.9,0
3566,IBM,Back End Developer,f,46,Munich,onsite,4,963000,Full Time,1.9,1
3567,Infosys,Full Stack Developer,other,27,Moscow,hybrid,1,149000,Full Time,1.1,1
3568,Uber,Back End Developer,m,27,California,onsite,1,292000,Full Time,0.8,0
3569,Microsoft,Python Developer,m,44,Dubai,remote,3,557000,Intern,1.6,1
3570,Amazon,Back End Developer,other,40,California,onsite,1,493000,Part-Time,4.9,0
3571,Infosys,Back End Developer,other,20,Bombay,hybrid,3,569000,Full Time,4.4,0
3572,Microsoft,Back End Developer,other,33,London,hybrid,4,976000,Full Time,2.2,1
3573,Mastercard,Full Stack Developer,other,20,Bombay,onsite,2,530000,Part-Time,0.5,0
3574,Microsoft,Data Analyst,other,34,New York,remote,2,899000,Full Time,3.8,1
3575,Google,IOS Developer,other,28,Manchester,hybrid,3,623000,Full Time,4.8,0
3576,Google,Android Developer,other,24,London,remote,2,586000,Part-Time,1.8,1
3577,Microsoft,Test Engineer,m,42,Munich,onsite,1,536000,Full Time,0.1,1
3578,Infosys,Full Stack Developer,other,45,London,remote,5,812000,Full Time,2.0,0
3579,Apple,IOS Developer,f,19,Dubai,onsite,4,676000,Full Time,4.5,0
3580,IBM,IOS Developer,m,30,New York,hybrid,4,430000,Part-Time,1.9,0
3581,Google,Full Stack Developer,f,53,Munich,onsite,3,450000,Part-Time,3.4,0
3582,Infosys,Back End Developer,other,45,Bombay,hybrid,2,375000,Full Time,3.3,1
3583,Microsoft,Android Developer,f,54,California,hybrid,3,167000,Full Time,2.3,1
3584,Wipro,Android Developer,f,51,London,remote,2,293000,Part-Time,2.6,0
3585,Apple,Data Analyst,other,38,Manchester,remote,2,77000,Intern,0.7,0
3586,Cognizant,Android Developer,m,44,Manchester,onsite,3,764000,Intern,1.8,0
3587,Apple,Back End Developer,other,41,Bombay,onsite,4,26000,Full Time,1.7,1
3588,Microsoft,Test Engineer,m,45,Moscow,hybrid,1,6000,Full Time,2.8,0
3589,Apple,Test Engineer,other,37,Tokyo,onsite,4,853000,Full Time,4.7,0
3590,Google,Test Engineer,other,41,Munich,hybrid,4,684000,Full Time,4.9,0
3591,Wipro,Data Analyst,m,55,Manchester,remote,4,84000,Part-Time,3.8,0
3592,Microsoft,IOS Developer,f,46,Moscow,remote,5,748000,Part-Time,2.4,1
3593,Amazon,Python Developer,other,39,New York,onsite,5,180000,Full Time,4.1,0
3594,Infosys,Android Developer,other,52,Manchester,remote,1,201000,Full Time,3.8,1
3595,Uber,Front End Developer,f,29,California,onsite,3,68000,Full Time,4.4,1
3596,Mastercard,Front End Developer,f,41,Tokyo,onsite,3,546000,Full Time,0.3,1
3597,Uber,Software Development Engineer,f,47,Manchester,onsite,3,701000,Intern,1.7,1
3598,Amazon,Android Developer,other,33,New York,remote,5,2000,Full Time,1.5,0
3599,Microsoft,Research Engineer,other,54,California,remote,2,440000,Full Time,4.4,0
3600,Microsoft,Android Developer,m,40,New York,onsite,2,671000,Part-Time,0.4,1
3601,IBM,Android Developer,m,29,New York,hybrid,5,156000,Full Time,4.6,0
3602,Google,Test Engineer,f,47,New York,remote,3,494000,Part-Time,0.2,1
3603,Apple,Test Engineer,f,31,New York,hybrid,3,113000,Full Time,0.7,0
3604,IBM,Data Analyst,other,26,Bombay,onsite,1,526000,Intern,1.1,0
3605,Wipro,Android Developer,m,21,Bombay,remote,1,851000,Part-Time,3.2,1
3606,Microsoft,Python Developer,m,23,California,remote,5,642000,Full Time,3.4,1
3607,Uber,Android Developer,m,45,Moscow,remote,1,513000,Full Time,1.1,0
3608,Cognizant,Android Developer,other,21,Sydney,onsite,1,29000,Part-Time,2.7,0
3609,IBM,Back End Developer,other,46,New York,hybrid,5,622000,Part-Time,2.0,0
3610,Amazon,Test Engineer,other,44,Dubai,remote,1,418000,Full Time,0.2,1
3611,Wipro,Research Engineer,m,36,Moscow,onsite,4,301000,Part-Time,1.8,0
3612,Google,Front End Developer,other,20,Moscow,hybrid,2,864000,Part-Time,4.1,1
3613,Uber,Python Developer,m,18,Sydney,onsite,4,782000,Intern,2.6,1
3614,Infosys,Front End Developer,m,21,Moscow,onsite,3,896000,Part-Time,2.7,1
3615,IBM,Software Development Engineer,other,18,New York,onsite,5,132000,Intern,0.2,0
3616,IBM,Software Development Engineer,other,38,London,hybrid,5,2000,Full Time,4.8,1
3617,Mastercard,Test Engineer,f,39,Dubai,onsite,4,997000,Full Time,0.4,0
3618,Amazon,Full Stack Developer,m,25,Manchester,remote,1,242000,Full Time,2.8,0
3619,Microsoft,Full Stack Developer,m,18,Sydney,hybrid,3,618000,Full Time,4.2,0
3620,Google,Back End Developer,m,31,Bombay,onsite,4,158000,Full Time,2.9,0
3621,Microsoft,Data Analyst,m,54,Bombay,remote,3,644000,Full Time,2.8,0
3622,Cognizant,Android Developer,other,21,Manchester,hybrid,2,937000,Full Time,1.9,1
3623,IBM,Test Engineer,f,39,Sydney,hybrid,2,680000,Part-Time,4.0,1
3624,Google,IOS Developer,other,51,Sydney,hybrid,5,29000,Part-Time,1.0,1
3625,Infosys,Data Analyst,f,36,Tokyo,remote,5,193000,Full Time,3.0,1
3626,Microsoft,IOS Developer,other,40,Dubai,onsite,2,80000,Full Time,4.6,1
3627,Amazon,Full Stack Developer,other,39,London,remote,5,575000,Full Time,1.0,0
3628,Amazon,Back End Developer,m,48,Tokyo,remote,1,393000,Part-Time,4.3,1
3629,Apple,Python Developer,other,32,Munich,hybrid,2,371000,Intern,1.9,1
3630,Google,Research Engineer,other,54,Tokyo,remote,3,960000,Full Time,4.9,0
3631,Apple,Full Stack Developer,m,24,California,remote,1,170000,Intern,2.8,1
3632,Mastercard,Front End Developer,f,48,Bombay,hybrid,5,2000,Full Time,2.7,0
3633,Google,Front End Developer,other,52,Moscow,hybrid,1,876000,Intern,1.3,0
3634,Cognizant,IOS Developer,other,53,New York,hybrid,2,380000,Full Time,1.7,1
3635,Cognizant,Test Engineer,f,37,Sydney,hybrid,4,779000,Full Time,0.1,1
3636,Apple,Full Stack Developer,f,20,Moscow,remote,3,156000,Full Time,2.8,1
3637,Google,Android Developer,other,50,Manchester,remote,5,809000,Intern,0.0,0
3638,Amazon,Test Engineer,m,47,Bombay,remote,5,3000,Full Time,1.6,1
3639,Uber,Full Stack Developer,f,38,California,remote,2,41000,Full Time,3.1,0
3640,Mastercard,IOS Developer,m,44,London,hybrid,3,219000,Intern,1.0,1
3641,Apple,Front End Developer,f,19,Bombay,hybrid,4,874000,Full Time,3.7,0
3642,Cognizant,Android Developer,f,27,London,hybrid,2,457000,Part-Time,2.5,1
3643,Mastercard,Back End Developer,other,21,New York,hybrid,5,220000,Full Time,3.2,1
3644,Mastercard,Full Stack Developer,other,44,New York,onsite,5,813000,Full Time,2.0,1
3645,Microsoft,Python Developer,other,30,London,hybrid,5,1000,Full Time,2.2,1
3646,Mastercard,Full Stack Developer,f,39,New York,remote,5,268000,Intern,1.9,0
3647,Cognizant,Front End Developer,f,18,Dubai,hybrid,3,984000,Intern,4.3,1
3648,Amazon,Software Development Engineer,other,20,Manchester,hybrid,4,289000,Full Time,3.9,1
3649,Amazon,Android Developer,f,27,California,hybrid,3,674000,Full Time,2.1,1
3650,Wipro,Data Analyst,other,24,Moscow,hybrid,2,568000,Full Time,2.9,1
3651,Microsoft,Software Development Engineer,m,36,Sydney,hybrid,4,909000,Intern,0.3,0
3652,Apple,Research Engineer,other,48,New York,remote,2,858000,Full Time,2.1,1
3653,Infosys,Android Developer,f,29,Manchester,onsite,2,627000,Intern,3.3,0
3654,Cognizant,Python Developer,m,37,Sydney,hybrid,5,874000,Intern,1.8,0
3655,IBM,Data Analyst,m,31,Dubai,onsite,3,668000,Part-Time,3.1,0
3656,Wipro,Test Engineer,m,54,Tokyo,remote,4,867000,Full Time,0.8,0
3657,Infosys,Data Analyst,f,50,Dubai,remote,2,797000,Part-Time,3.2,1
3658,Microsoft,Front End Developer,m,26,Sydney,remote,2,522000,Part-Time,1.6,1
3659,Microsoft,Test Engineer,other,43,Munich,onsite,2,884000,Full Time,3.8,1
3660,Infosys,Full Stack Developer,other,49,Moscow,onsite,1,358000,Full Time,2.0,0
3661,Apple,Full Stack Developer,f,34,California,onsite,3,999000,Full Time,4.7,0
3662,Google,Back End Developer,f,29,Munich,onsite,4,44000,Full Time,1.3,0
3663,Uber,Back End Developer,f,22,California,remote,4,402000,Part-Time,2.4,1
3664,Cognizant,Research Engineer,m,27,Munich,remote,1,811000,Full Time,4.9,1
3665,Google,Research Engineer,f,35,London,onsite,3,170000,Full Time,4.2,0
3666,Cognizant,Data Analyst,other,47,Moscow,remote,1,566000,Full Time,1.9,0
3667,Wipro,Full Stack Developer,f,28,Sydney,onsite,2,531000,Full Time,2.2,0
3668,Infosys,Software Development Engineer,f,20,Tokyo,hybrid,1,336000,Part-Time,3.1,1
3669,Uber,Android Developer,m,46,Sydney,hybrid,1,73000,Part-Time,2.8,1
3670,Uber,Back End Developer,f,48,Moscow,hybrid,1,110000,Part-Time,2.4,1
3671,Infosys,Test Engineer,m,53,Moscow,onsite,1,314000,Full Time,0.5,0
3672,Apple,Test Engineer,f,20,Munich,hybrid,4,719000,Intern,0.8,0
3673,Cognizant,Back End Developer,m,31,Moscow,hybrid,2,546000,Full Time,4.5,0
3674,Google,Data Analyst,f,44,California,hybrid,2,423000,Full Time,2.9,1
3675,Mastercard,Research Engineer,f,35,Munich,remote,1,876000,Full Time,3.6,0
3676,Google,Back End Developer,other,55,California,remote,3,309000,Full Time,2.8,1
3677,IBM,Front End Developer,m,50,Sydney,remote,1,903000,Full Time,0.6,0
3678,Microsoft,Python Developer,m,23,Sydney,remote,4,482000,Full Time,4.8,1
3679,Google,Front End Developer,other,37,London,remote,2,20000,Intern,5.0,0
3680,Amazon,Data Analyst,f,34,Munich,onsite,3,272000,Part-Time,2.8,1
3681,Infosys,Android Developer,other,46,Sydney,onsite,1,992000,Full Time,0.1,1
3682,Uber,Data Analyst,m,28,Sydney,remote,4,594000,Full Time,0.8,1
3683,Wipro,Python Developer,f,21,Tokyo,remote,4,353000,Full Time,2.3,1
3684,IBM,Python Developer,other,50,Munich,onsite,4,724000,Full Time,2.3,0
3685,Mastercard,Research Engineer,m,44,New York,onsite,2,844000,Part-Time,0.2,1
3686,Uber,Data Analyst,other,35,Tokyo,hybrid,4,963000,Full Time,0.5,0
3687,IBM,Android Developer,other,34,Tokyo,onsite,5,244000,Part-Time,2.1,1
3688,Google,Software Development Engineer,other,41,California,onsite,2,238000,Full Time,2.3,0
3689,Uber,Back End Developer,f,39,California,hybrid,2,26000,Full Time,4.7,1
3690,Infosys,Python Developer,other,37,New York,onsite,5,851000,Full Time,0.6,1
3691,IBM,Python Developer,f,46,Manchester,hybrid,4,604000,Full Time,4.4,1
3692,Wipro,Full Stack Developer,f,40,Manchester,hybrid,3,661000,Full Time,0.2,1
3693,Cognizant,Test Engineer,m,20,Manchester,onsite,3,215000,Part-Time,3.1,0
3694,Microsoft,Software Development Engineer,f,45,New York,hybrid,5,876000,Full Time,4.6,1
3695,Amazon,Software Development Engineer,m,18,Dubai,onsite,5,868000,Intern,1.0,0
3696,Wipro,Research Engineer,f,31,California,onsite,1,108000,Part-Time,4.6,0
3697,Infosys,Research Engineer,f,18,Bombay,hybrid,4,147000,Intern,3.1,0
3698,IBM,Full Stack Developer,m,39,Munich,remote,1,467000,Full Time,0.9,0
3699,Wipro,Back End Developer,m,33,Munich,hybrid,5,489000,Full Time,1.2,0
3700,IBM,Software Development Engineer,f,48,New York,remote,5,751000,Full Time,3.2,0
3701,Infosys,Research Engineer,f,46,Dubai,remote,2,209000,Full Time,1.0,1
3702,Uber,IOS Developer,f,18,London,remote,5,937000,Part-Time,2.2,1
3703,Infosys,Back End Developer,other,37,California,remote,5,229000,Full Time,1.8,1
3704,Infosys,Front End Developer,m,19,Dubai,onsite,2,401000,Part-Time,4.3,1
3705,Wipro,Back End Developer,f,39,California,remote,1,932000,Intern,0.5,1
3706,Amazon,Back End Developer,f,36,Munich,remote,5,812000,Part-Time,4.7,0
3707,Infosys,Software Development Engineer,f,25,California,onsite,3,479000,Intern,1.1,1
3708,Google,Front End Developer,m,34,Dubai,onsite,1,381000,Full Time,2.6,0
3709,Infosys,Full Stack Developer,other,47,Sydney,remote,4,906000,Part-Time,3.7,1
3710,Microsoft,Front End Developer,m,33,Manchester,onsite,5,276000,Part-Time,4.0,1
3711,Cognizant,Research Engineer,m,54,London,remote,2,937000,Intern,2.4,1
3712,Cognizant,Test Engineer,m,43,Moscow,remote,3,852000,Intern,1.7,1
3713,Mastercard,Full Stack Developer,other,50,California,onsite,2,565000,Part-Time,3.6,0
3714,Cognizant,Software Development Engineer,f,19,Sydney,remote,1,167000,Full Time,0.0,0
3715,Amazon,Test Engineer,m,52,New York,remote,3,607000,Part-Time,3.1,0
3716,Google,Full Stack Developer,m,51,Munich,onsite,4,251000,Full Time,4.0,0
3717,Uber,Test Engineer,f,52,Bombay,hybrid,2,366000,Full Time,4.1,1
3718,Apple,Android Developer,other,51,London,remote,5,986000,Full Time,1.2,1
3719,Wipro,Software Development Engineer,other,53,California,remote,4,584000,Full Time,1.3,0
3720,Mastercard,Full Stack Developer,other,41,New York,onsite,3,886000,Intern,4.4,1
3721,Uber,Android Developer,other,52,London,hybrid,3,942000,Part-Time,5.0,0
3722,Cognizant,Full Stack Developer,f,51,Manchester,onsite,2,694000,Part-Time,0.8,0
3723,Uber,Full Stack Developer,f,43,New York,hybrid,1,231000,Full Time,0.5,1
3724,Google,Android Developer,m,35,Bombay,remote,5,848000,Full Time,3.5,1
3725,Google,Front End Developer,other,24,Moscow,hybrid,4,66000,Part-Time,1.8,1
3726,Mastercard,Test Engineer,f,53,California,hybrid,3,140000,Full Time,1.1,1
3727,Wipro,Research Engineer,f,45,London,hybrid,4,158000,Full Time,3.5,0
3728,Google,IOS Developer,f,35,Dubai,remote,1,357000,Intern,2.4,0
3729,Google,Software Development Engineer,f,23,Bombay,hybrid,1,235000,Intern,3.1,0
3730,Microsoft,Front End Developer,other,18,California,hybrid,1,967000,Full Time,4.6,0
3731,Uber,Test Engineer,other,21,New York,remote,5,98000,Intern,3.2,0
3732,Amazon,Back End Developer,other,19,Tokyo,onsite,4,209000,Full Time,2.9,0
3733,Infosys,Data Analyst,other,23,Moscow,remote,4,935000,Part-Time,0.4,1
3734,Infosys,Software Development Engineer,f,27,Bombay,onsite,4,935000,Part-Time,3.5,1
3735,Microsoft,Back End Developer,other,45,Sydney,hybrid,2,869000,Full Time,1.6,0
3736,Wipro,Back End Developer,m,47,Bombay,hybrid,4,684000,Full Time,4.3,0
3737,Amazon,Test Engineer,f,55,New York,onsite,2,578000,Full Time,0.3,1
3738,Google,Software Development Engineer,other,53,Tokyo,onsite,2,383000,Part-Time,0.5,0
3739,IBM,Python Developer,f,52,Bombay,remote,4,343000,Full Time,2.1,1
3740,Mastercard,Software Development Engineer,m,40,Sydney,remote,5,251000,Intern,2.4,0
3741,Mastercard,Android Developer,other,41,London,hybrid,1,161000,Part-Time,0.1,0
3742,IBM,Android Developer,f,25,Moscow,remote,4,677000,Full Time,1.4,1
3743,Microsoft,IOS Developer,other,41,New York,hybrid,4,194000,Full Time,0.2,0
3744,Mastercard,Research Engineer,m,18,Munich,onsite,5,811000,Intern,2.3,0
3745,Amazon,Back End Developer,other,53,California,hybrid,5,472000,Intern,4.1,1
3746,Google,Software Development Engineer,other,50,Moscow,remote,1,167000,Intern,1.3,0
3747,Infosys,Data Analyst,f,41,California,remote,5,993000,Part-Time,4.3,1
3748,Apple,Android Developer,other,49,Munich,hybrid,4,656000,Part-Time,4.2,0
3749,Wipro,Back End Developer,m,25,London,onsite,4,821000,Full Time,4.4,1
3750,Wipro,Software Development Engineer,f,44,Dubai,remote,3,332000,Intern,0.6,1
3751,Cognizant,Test Engineer,other,27,Dubai,remote,1,452000,Full Time,2.2,0
3752,Mastercard,Research Engineer,other,40,Moscow,onsite,4,662000,Full Time,0.5,0
3753,Wipro,Data Analyst,other,24,Sydney,onsite,1,468000,Full Time,2.5,1
3754,Cognizant,Android Developer,m,19,Dubai,hybrid,1,886000,Intern,2.5,1
3755,Uber,Data Analyst,f,26,Bombay,remote,1,79000,Full Time,1.0,1
3756,Apple,Android Developer,f,21,Munich,hybrid,2,421000,Full Time,3.5,0
3757,Cognizant,Test Engineer,f,36,Munich,remote,1,639000,Full Time,3.2,1
3758,Wipro,Back End Developer,f,21,Bombay,onsite,5,877000,Full Time,1.8,1
3759,Uber,Research Engineer,f,54,Sydney,remote,3,782000,Intern,2.0,0
3760,Wipro,Android Developer,f,50,Tokyo,hybrid,4,555000,Full Time,2.2,1
3761,Uber,Front End Developer,m,48,Tokyo,remote,4,354000,Full Time,1.6,1
3762,Microsoft,Python Developer,other,46,New York,remote,1,701000,Full Time,2.5,1
3763,Mastercard,Test Engineer,f,26,New York,remote,1,312000,Intern,3.9,1
3764,IBM,Research Engineer,f,34,California,onsite,1,208000,Full Time,0.6,0
3765,IBM,Test Engineer,f,31,Tokyo,onsite,2,159000,Intern,3.6,1
3766,Microsoft,Research Engineer,f,43,Sydney,hybrid,4,571000,Full Time,2.1,0
3767,Cognizant,Software Development Engineer,m,29,Sydney,remote,5,782000,Full Time,2.0,1
3768,Cognizant,Python Developer,f,22,Tokyo,hybrid,1,622000,Part-Time,3.0,1
3769,Uber,Python Developer,f,18,Tokyo,hybrid,1,305000,Full Time,1.0,1
3770,Mastercard,Data Analyst,m,33,London,hybrid,2,369000,Part-Time,2.1,1
3771,Apple,Test Engineer,f,20,California,onsite,1,700000,Part-Time,3.6,0
3772,Mastercard,IOS Developer,m,45,Munich,remote,3,495000,Intern,1.2,0
3773,Infosys,Back End Developer,other,37,Bombay,onsite,3,681000,Full Time,3.9,1
3774,Google,Full Stack Developer,f,22,Manchester,remote,5,580000,Part-Time,0.9,0
3775,Amazon,Back End Developer,other,42,Dubai,onsite,5,413000,Full Time,2.2,1
3776,IBM,Test Engineer,f,25,California,remote,1,844000,Full Time,2.7,1
3777,Google,IOS Developer,f,54,California,remote,1,742000,Part-Time,4.7,0
3778,Mastercard,Software Development Engineer,f,52,London,remote,4,550000,Part-Time,3.7,0
3779,Apple,IOS Developer,other,50,Tokyo,onsite,5,102000,Part-Time,3.4,0
3780,Cognizant,Front End Developer,m,54,New York,hybrid,1,744000,Full Time,0.7,1
3781,Microsoft,Software Development Engineer,m,40,California,remote,3,909000,Full Time,2.4,0
3782,Google,Python Developer,other,55,Manchester,onsite,3,45000,Part-Time,4.1,1
3783,Cognizant,Android Developer,other,50,Manchester,hybrid,3,306000,Part-Time,3.2,0
3784,Apple,Back End Developer,m,37,London,hybrid,3,131000,Part-Time,4.7,1
3785,Microsoft,Research Engineer,other,26,Manchester,hybrid,4,237000,Full Time,3.8,0
3786,Google,Data Analyst,m,19,Moscow,remote,2,722000,Intern,1.4,0
3787,Amazon,Back End Developer,other,23,London,hybrid,1,681000,Part-Time,1.7,0
3788,Mastercard,Full Stack Developer,m,45,New York,hybrid,3,553000,Intern,1.3,1
3789,Uber,Android Developer,other,52,Sydney,onsite,2,240000,Part-Time,3.5,1
3790,Apple,Front End Developer,f,47,California,remote,1,735000,Intern,4.9,0
3791,Wipro,Back End Developer,other,29,California,remote,3,650000,Part-Time,0.9,1
3792,Uber,Android Developer,other,46,London,onsite,5,950000,Part-Time,1.3,1
3793,Mastercard,Android Developer,other,43,Sydney,remote,1,910000,Intern,3.8,0
3794,Wipro,Front End Developer,other,28,Sydney,remote,3,857000,Full Time,0.1,1
3795,Uber,Full Stack Developer,m,35,Dubai,onsite,2,352000,Part-Time,0.7,1
3796,Microsoft,Android Developer,m,29,New York,hybrid,4,348000,Full Time,2.8,1
3797,Infosys,IOS Developer,f,40,California,onsite,1,334000,Full Time,4.5,1
3798,Infosys,Data Analyst,other,46,Bombay,remote,3,945000,Full Time,4.0,0
3799,IBM,Android Developer,f,43,New York,hybrid,5,621000,Intern,0.6,1
3800,Apple,Python Developer,m,19,Tokyo,onsite,2,487000,Intern,4.1,0
3801,Infosys,Front End Developer,f,54,New York,remote,5,759000,Full Time,0.1,0
3802,Uber,Research Engineer,f,37,Dubai,hybrid,5,868000,Part-Time,3.1,1
3803,Amazon,Back End Developer,f,28,Manchester,onsite,4,133000,Part-Time,1.3,1
3804,IBM,Research Engineer,m,51,New York,remote,2,750000,Full Time,1.6,1
3805,Apple,Test Engineer,f,24,Tokyo,onsite,3,159000,Full Time,4.6,0
3806,Uber,Back End Developer,m,44,Dubai,onsite,3,337000,Full Time,4.2,0
3807,Amazon,IOS Developer,m,39,Moscow,hybrid,4,940000,Full Time,0.0,0
3808,Wipro,Front End Developer,m,36,Munich,hybrid,1,260000,Intern,4.2,1
3809,Apple,Research Engineer,other,19,Dubai,onsite,2,59000,Intern,2.1,0
3810,Apple,Software Development Engineer,m,23,Bombay,onsite,1,509000,Full Time,1.6,1
3811,Apple,Front End Developer,other,35,Dubai,onsite,5,643000,Full Time,2.1,1
3812,Wipro,Software Development Engineer,other,23,Moscow,remote,2,917000,Part-Time,3.6,0
3813,Mastercard,Software Development Engineer,other,21,California,remote,5,737000,Intern,2.7,0
3814,Infosys,Full Stack Developer,m,37,Tokyo,remote,4,592000,Full Time,3.6,1
3815,Amazon,Software Development Engineer,m,24,Tokyo,remote,5,891000,Intern,3.3,0
3816,Cognizant,Back End Developer,f,34,Munich,onsite,5,146000,Part-Time,3.1,1
3817,Amazon,Data Analyst,other,40,New York,hybrid,5,878000,Part-Time,0.9,0
3818,Infosys,Software Development Engineer,f,39,Dubai,onsite,5,520000,Part-Time,4.3,1
3819,Wipro,Android Developer,f,47,Manchester,onsite,5,971000,Full Time,4.1,0
3820,Cognizant,Data Analyst,f,25,Tokyo,hybrid,1,836000,Full Time,0.3,0
3821,Apple,Test Engineer,f,36,Tokyo,remote,3,458000,Part-Time,1.8,0
3822,Microsoft,Software Development Engineer,m,50,Munich,onsite,4,452000,Part-Time,2.5,1
3823,Amazon,Software Development Engineer,f,28,Bombay,hybrid,1,706000,Full Time,4.8,0
3824,IBM,Software Development Engineer,other,33,New York,hybrid,5,535000,Intern,4.6,0
3825,Apple,Data Analyst,other,24,California,remote,2,85000,Part-Time,4.4,1
3826,Amazon,Back End Developer,f,42,Dubai,remote,3,985000,Full Time,3.6,0
3827,Infosys,Software Development Engineer,m,29,Manchester,remote,3,741000,Full Time,3.0,1
3828,Infosys,Python Developer,m,24,Dubai,onsite,3,340000,Full Time,3.2,0
3829,Google,Back End Developer,m,47,New York,remote,2,297000,Part-Time,1.3,0
3830,Google,Software Development Engineer,other,34,New York,hybrid,4,669000,Intern,2.0,1
3831,Infosys,Front End Developer,m,26,California,remote,1,877000,Intern,0.4,1
3832,Amazon,Front End Developer,m,21,Bombay,onsite,1,704000,Full Time,2.0,0
3833,IBM,Test Engineer,other,24,Dubai,hybrid,5,49000,Full Time,3.1,1
3834,Apple,IOS Developer,m,41,Moscow,remote,4,888000,Full Time,3.2,1
3835,Amazon,Full Stack Developer,f,49,New York,remote,2,397000,Intern,2.3,0
3836,Uber,Data Analyst,f,25,Tokyo,hybrid,4,631000,Full Time,4.0,0
3837,Wipro,Test Engineer,other,27,Munich,onsite,2,926000,Intern,3.6,0
3838,IBM,Full Stack Developer,other,26,Moscow,remote,4,740000,Full Time,2.8,1
3839,Google,IOS Developer,f,34,Bombay,remote,2,503000,Full Time,1.0,0
3840,Cognizant,Test Engineer,m,28,Manchester,remote,1,356000,Full Time,3.2,0
3841,Uber,IOS Developer,other,32,New York,hybrid,1,693000,Full Time,2.9,1
3842,Apple,Front End Developer,f,27,Sydney,hybrid,3,457000,Full Time,1.7,1
3843,Google,IOS Developer,m,52,Munich,remote,4,771000,Intern,3.9,0
3844,Infosys,Test Engineer,other,36,Munich,onsite,4,269000,Full Time,0.6,0
3845,Wipro,Back End Developer,other,36,Manchester,remote,3,782000,Full Time,3.1,0
3846,Infosys,Data Analyst,m,50,Munich,onsite,4,1000,Full Time,4.5,1
3847,IBM,Python Developer,other,27,Bombay,hybrid,5,13000,Full Time,1.7,1
3848,Wipro,Software Development Engineer,f,40,Munich,hybrid,3,812000,Full Time,5.0,0
3849,Apple,Full Stack Developer,other,22,Dubai,remote,1,730000,Full Time,2.3,1
3850,Infosys,Research Engineer,other,19,Munich,hybrid,3,595000,Full Time,1.5,1
3851,Infosys,Full Stack Developer,f,28,Manchester,remote,4,369000,Full Time,2.2,1
3852,Amazon,Full Stack Developer,other,25,Tokyo,remote,3,568000,Full Time,0.2,1
3853,Apple,Android Developer,other,40,London,hybrid,3,916000,Intern,0.7,1
3854,Google,Back End Developer,m,37,Munich,hybrid,1,830000,Full Time,0.2,1
3855,IBM,Back End Developer,f,21,Bombay,remote,1,717000,Full Time,3.6,1
3856,Cognizant,Front End Developer,f,24,Dubai,onsite,5,466000,Part-Time,4.8,1
3857,Uber,Data Analyst,f,40,Tokyo,onsite,1,903000,Full Time,4.7,1
3858,Mastercard,Full Stack Developer,other,39,California,hybrid,1,760000,Full Time,2.2,0
3859,Infosys,Test Engineer,f,39,Munich,remote,5,724000,Part-Time,3.4,1
